gse_id,level,gsm_id,file_url_or_value
GSE57338,sample,GSM1379815,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379815/suppl/GSM1379815_C02071_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379816,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379816/suppl/GSM1379816_C02085_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379817,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379817/suppl/GSM1379817_C02086_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379818,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379818/suppl/GSM1379818_C02155_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379819,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379819/suppl/GSM1379819_C02146_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379820,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379820/suppl/GSM1379820_C02182_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379821,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379821/suppl/GSM1379821_C02142_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379822,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379822/suppl/GSM1379822_C02082_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379823,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379823/suppl/GSM1379823_C02187_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379824,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379824/suppl/GSM1379824_C02141_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379825,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379825/suppl/GSM1379825_C02136_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379826,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379826/suppl/GSM1379826_C02053_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379827,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379827/suppl/GSM1379827_C01984_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379828,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379828/suppl/GSM1379828_C02034_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379829,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379829/suppl/GSM1379829_C02042_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379830,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379830/suppl/GSM1379830_P01119_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379831,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379831/suppl/GSM1379831_P01151_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379832,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379832/suppl/GSM1379832_P01160_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379833,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379833/suppl/GSM1379833_P01185_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379834,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379834/suppl/GSM1379834_P01199_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379835,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379835/suppl/GSM1379835_P01207_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379836,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379836/suppl/GSM1379836_P01215_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379837,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379837/suppl/GSM1379837_P01225_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379838,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379838/suppl/GSM1379838_P01238_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379839,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379839/suppl/GSM1379839_P01248_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379840,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379840/suppl/GSM1379840_P01249_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379841,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379841/suppl/GSM1379841_P01251_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379842,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379842/suppl/GSM1379842_P01277_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379843,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379843/suppl/GSM1379843_P01202_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379844,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379844/suppl/GSM1379844_P01200_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379845,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379845/suppl/GSM1379845_P01273_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379846,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379846/suppl/GSM1379846_P01256_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379847,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379847/suppl/GSM1379847_P01281_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379848,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379848/suppl/GSM1379848_P01025_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379849,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379849/suppl/GSM1379849_P01257_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379850,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379850/suppl/GSM1379850_P01226_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379851,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379851/suppl/GSM1379851_P01259_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379852,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379852/suppl/GSM1379852_P01122_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379853,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379853/suppl/GSM1379853_P01171_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379854,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379854/suppl/GSM1379854_P01197_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379855,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379855/suppl/GSM1379855_P01237_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379856,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379856/suppl/GSM1379856_C00145_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379857,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379857/suppl/GSM1379857_C00086_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379858,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379858/suppl/GSM1379858_C00094_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379859,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379859/suppl/GSM1379859_C00134_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379860,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379860/suppl/GSM1379860_C00146_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379861,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379861/suppl/GSM1379861_C00091_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379862,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379862/suppl/GSM1379862_C00075_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379863,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379863/suppl/GSM1379863_P01279_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379864,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379864/suppl/GSM1379864_P01232_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379865,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379865/suppl/GSM1379865_P01176_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379866,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379866/suppl/GSM1379866_P01136_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379867,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379867/suppl/GSM1379867_P01138_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379868,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379868/suppl/GSM1379868_P01252_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379869,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379869/suppl/GSM1379869_P01184_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379870,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379870/suppl/GSM1379870_P01067_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379871,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379871/suppl/GSM1379871_P01140_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379872,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379872/suppl/GSM1379872_P01100_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379873,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379873/suppl/GSM1379873_P01183_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379874,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379874/suppl/GSM1379874_P01152_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379875,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379875/suppl/GSM1379875_P01165_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379876,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379876/suppl/GSM1379876_P01101_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379877,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379877/suppl/GSM1379877_C00079_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379878,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379878/suppl/GSM1379878_C00108_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379879,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379879/suppl/GSM1379879_P00368_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379880,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379880/suppl/GSM1379880_C00171_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379881,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379881/suppl/GSM1379881_C00040_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379882,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379882/suppl/GSM1379882_C00048_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379883,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379883/suppl/GSM1379883_C00080_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379884,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379884/suppl/GSM1379884_C00081_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379885,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379885/suppl/GSM1379885_C00099_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379886,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379886/suppl/GSM1379886_C00116_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379887,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379887/suppl/GSM1379887_C00062_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379888,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379888/suppl/GSM1379888_C00078_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379889,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379889/suppl/GSM1379889_C00160_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379890,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379890/suppl/GSM1379890_C00164_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379891,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379891/suppl/GSM1379891_C00043_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379892,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379892/suppl/GSM1379892_C00077_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379893,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379893/suppl/GSM1379893_C00138_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379894,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379894/suppl/GSM1379894_C00133_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379895,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379895/suppl/GSM1379895_C00109_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379896,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379896/suppl/GSM1379896_C00115_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379897,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379897/suppl/GSM1379897_C00060_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379898,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379898/suppl/GSM1379898_C00064_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379899,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379899/suppl/GSM1379899_C00101_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379900,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379900/suppl/GSM1379900_C00102_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379901,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379901/suppl/GSM1379901_C00104_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379902,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379902/suppl/GSM1379902_C00118_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379903,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379903/suppl/GSM1379903_C00120_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379904,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379904/suppl/GSM1379904_C00121_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379905,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379905/suppl/GSM1379905_C00122_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379906,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379906/suppl/GSM1379906_C00127_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379907,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379907/suppl/GSM1379907_C00150_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379908,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379908/suppl/GSM1379908_C00151_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379909,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379909/suppl/GSM1379909_C00119_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379910,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379910/suppl/GSM1379910_C00170_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379911,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379911/suppl/GSM1379911_C00153_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379912,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379912/suppl/GSM1379912_C00157_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379913,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379913/suppl/GSM1379913_C00162_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379914,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379914/suppl/GSM1379914_C00163_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379915,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379915/suppl/GSM1379915_C00165_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379916,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379916/suppl/GSM1379916_P01036_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379917,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379917/suppl/GSM1379917_P01039_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379918,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379918/suppl/GSM1379918_C00041_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379919,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379919/suppl/GSM1379919_C00042_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379920,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379920/suppl/GSM1379920_C00044_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379921,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379921/suppl/GSM1379921_C00045_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379922,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379922/suppl/GSM1379922_C00097_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379923,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379923/suppl/GSM1379923_C00098_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379924,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379924/suppl/GSM1379924_C00076_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379925,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379925/suppl/GSM1379925_C00096_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379926,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379926/suppl/GSM1379926_C00107_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379927,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379927/suppl/GSM1379927_C00083_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379928,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379928/suppl/GSM1379928_C02068_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379929,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379929/suppl/GSM1379929_C02069_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379930,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379930/suppl/GSM1379930_C02077_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379931,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379931/suppl/GSM1379931_C02080_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379932,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379932/suppl/GSM1379932_C02081_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379933,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379933/suppl/GSM1379933_C02092_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379934,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379934/suppl/GSM1379934_C02094_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379935,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379935/suppl/GSM1379935_C02095_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379936,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379936/suppl/GSM1379936_C02097_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379937,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379937/suppl/GSM1379937_C02109_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379938,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379938/suppl/GSM1379938_C02111_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379939,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379939/suppl/GSM1379939_C01954_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379940,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379940/suppl/GSM1379940_C01960_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379941,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379941/suppl/GSM1379941_C01990_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379942,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379942/suppl/GSM1379942_C01997_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379943,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379943/suppl/GSM1379943_C02031_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379944,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379944/suppl/GSM1379944_C02045_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379945,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379945/suppl/GSM1379945_C02057_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379946,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379946/suppl/GSM1379946_C02061_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379947,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379947/suppl/GSM1379947_C02116_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379948,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379948/suppl/GSM1379948_C02123_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379949,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379949/suppl/GSM1379949_C02083_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379950,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379950/suppl/GSM1379950_C02058_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379951,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379951/suppl/GSM1379951_C02114_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379952,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379952/suppl/GSM1379952_C02130_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379953,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379953/suppl/GSM1379953_C02131_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379954,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379954/suppl/GSM1379954_C02177_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379955,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379955/suppl/GSM1379955_P01082_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379956,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379956/suppl/GSM1379956_P01163_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379957,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379957/suppl/GSM1379957_P00343_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379958,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379958/suppl/GSM1379958_P00025_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379959,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379959/suppl/GSM1379959_P00026_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379960,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379960/suppl/GSM1379960_P00038_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379961,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379961/suppl/GSM1379961_P00460_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379962,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379962/suppl/GSM1379962_C00113_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379963,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379963/suppl/GSM1379963_P00166_HuGene1.1ST.CEL.gz
GSE57338,sample,GSM1379964,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379964/suppl/GSM1379964_P00176_HuGene1.1ST.CEL.gz
