member_name,filename,gsm_id_from_filename,sample_code_from_filename,size_bytes
GSM4216148_P01488.csv.gz,GSM4216148_P01488.csv.gz,GSM4216148,P01488,163552
GSM4216149_P01490.csv.gz,GSM4216149_P01490.csv.gz,GSM4216149,P01490,149599
GSM4216150_P01492.csv.gz,GSM4216150_P01492.csv.gz,GSM4216150,P01492,164036
GSM4216151_P01497.csv.gz,GSM4216151_P01497.csv.gz,GSM4216151,P01497,164354
GSM4216152_P01498.csv.gz,GSM4216152_P01498.csv.gz,GSM4216152,P01498,163933
GSM4216153_P01500.csv.gz,GSM4216153_P01500.csv.gz,GSM4216153,P01500,159985
GSM4216154_P01503.csv.gz,GSM4216154_P01503.csv.gz,GSM4216154,P01503,134544
GSM4216155_P01504.csv.gz,GSM4216155_P01504.csv.gz,GSM4216155,P01504,167627
GSM4216156_P01507.csv.gz,GSM4216156_P01507.csv.gz,GSM4216156,P01507,166343
GSM4216157_P01508.csv.gz,GSM4216157_P01508.csv.gz,GSM4216157,P01508,165472
GSM4216158_P01509.csv.gz,GSM4216158_P01509.csv.gz,GSM4216158,P01509,144151
GSM4216159_P01510.csv.gz,GSM4216159_P01510.csv.gz,GSM4216159,P01510,146845
GSM4216160_P01513.csv.gz,GSM4216160_P01513.csv.gz,GSM4216160,P01513,167690
GSM4216161_P01515.csv.gz,GSM4216161_P01515.csv.gz,GSM4216161,P01515,162497
GSM4216162_P01516.csv.gz,GSM4216162_P01516.csv.gz,GSM4216162,P01516,164386
GSM4216163_P01521.csv.gz,GSM4216163_P01521.csv.gz,GSM4216163,P01521,167273
GSM4216164_P01528.csv.gz,GSM4216164_P01528.csv.gz,GSM4216164,P01528,141772
GSM4216165_P01532.csv.gz,GSM4216165_P01532.csv.gz,GSM4216165,P01532,168971
GSM4216166_P01535.csv.gz,GSM4216166_P01535.csv.gz,GSM4216166,P01535,134585
GSM4216167_P01537.csv.gz,GSM4216167_P01537.csv.gz,GSM4216167,P01537,164369
GSM4216168_P01538.csv.gz,GSM4216168_P01538.csv.gz,GSM4216168,P01538,158761
GSM4216169_P01539.csv.gz,GSM4216169_P01539.csv.gz,GSM4216169,P01539,162359
GSM4216170_P01540.csv.gz,GSM4216170_P01540.csv.gz,GSM4216170,P01540,156069
GSM4216171_P01543.csv.gz,GSM4216171_P01543.csv.gz,GSM4216171,P01543,155748
GSM4216172_P01545.csv.gz,GSM4216172_P01545.csv.gz,GSM4216172,P01545,160342
GSM4216173_P01547.csv.gz,GSM4216173_P01547.csv.gz,GSM4216173,P01547,157099
GSM4216174_P01549.csv.gz,GSM4216174_P01549.csv.gz,GSM4216174,P01549,164781
GSM4216175_P01556.csv.gz,GSM4216175_P01556.csv.gz,GSM4216175,P01556,161870
GSM4216176_P01558.csv.gz,GSM4216176_P01558.csv.gz,GSM4216176,P01558,164917
GSM4216177_P01559.csv.gz,GSM4216177_P01559.csv.gz,GSM4216177,P01559,167782
GSM4216178_P01561.csv.gz,GSM4216178_P01561.csv.gz,GSM4216178,P01561,167672
GSM4216179_P01562.csv.gz,GSM4216179_P01562.csv.gz,GSM4216179,P01562,141541
GSM4216180_P01563.csv.gz,GSM4216180_P01563.csv.gz,GSM4216180,P01563,162830
GSM4216181_P01567.csv.gz,GSM4216181_P01567.csv.gz,GSM4216181,P01567,163215
GSM4216182_P01568.csv.gz,GSM4216182_P01568.csv.gz,GSM4216182,P01568,169497
GSM4216183_P01573.csv.gz,GSM4216183_P01573.csv.gz,GSM4216183,P01573,163604
GSM4216184_P01578.csv.gz,GSM4216184_P01578.csv.gz,GSM4216184,P01578,172464
GSM4216185_P01580.csv.gz,GSM4216185_P01580.csv.gz,GSM4216185,P01580,175119
GSM4216186_P01581.csv.gz,GSM4216186_P01581.csv.gz,GSM4216186,P01581,159166
GSM4216187_P01582.csv.gz,GSM4216187_P01582.csv.gz,GSM4216187,P01582,155396
GSM4216188_P01584.csv.gz,GSM4216188_P01584.csv.gz,GSM4216188,P01584,166415
GSM4216189_P01585.csv.gz,GSM4216189_P01585.csv.gz,GSM4216189,P01585,154192
GSM4216190_P01588.csv.gz,GSM4216190_P01588.csv.gz,GSM4216190,P01588,162461
GSM4216191_P01590.csv.gz,GSM4216191_P01590.csv.gz,GSM4216191,P01590,154084
GSM4216192_P01591.csv.gz,GSM4216192_P01591.csv.gz,GSM4216192,P01591,165630
GSM4216193_P01592.csv.gz,GSM4216193_P01592.csv.gz,GSM4216193,P01592,165507
GSM4216194_P01593.csv.gz,GSM4216194_P01593.csv.gz,GSM4216194,P01593,162107
GSM4216195_P01595.csv.gz,GSM4216195_P01595.csv.gz,GSM4216195,P01595,166809
GSM4216196_P01596.csv.gz,GSM4216196_P01596.csv.gz,GSM4216196,P01596,144343
GSM4216197_P01597.csv.gz,GSM4216197_P01597.csv.gz,GSM4216197,P01597,155539
GSM4216198_P01600.csv.gz,GSM4216198_P01600.csv.gz,GSM4216198,P01600,155041
GSM4216199_P01602.csv.gz,GSM4216199_P01602.csv.gz,GSM4216199,P01602,163690
GSM4216200_P01603.csv.gz,GSM4216200_P01603.csv.gz,GSM4216200,P01603,166894
GSM4216201_P01605.csv.gz,GSM4216201_P01605.csv.gz,GSM4216201,P01605,163543
GSM4216202_P01606.csv.gz,GSM4216202_P01606.csv.gz,GSM4216202,P01606,177711
GSM4216203_P01608.csv.gz,GSM4216203_P01608.csv.gz,GSM4216203,P01608,163904
GSM4216204_P01609.csv.gz,GSM4216204_P01609.csv.gz,GSM4216204,P01609,168445
GSM4216205_P01610.csv.gz,GSM4216205_P01610.csv.gz,GSM4216205,P01610,164093
GSM4216206_P01611.csv.gz,GSM4216206_P01611.csv.gz,GSM4216206,P01611,155906
GSM4216207_P01615.csv.gz,GSM4216207_P01615.csv.gz,GSM4216207,P01615,162167
GSM4216208_P01616.csv.gz,GSM4216208_P01616.csv.gz,GSM4216208,P01616,159039
GSM4216209_P01617.csv.gz,GSM4216209_P01617.csv.gz,GSM4216209,P01617,165359
GSM4216210_P01618.csv.gz,GSM4216210_P01618.csv.gz,GSM4216210,P01618,157446
GSM4216211_P01621.csv.gz,GSM4216211_P01621.csv.gz,GSM4216211,P01621,167547
GSM4216212_P01622.csv.gz,GSM4216212_P01622.csv.gz,GSM4216212,P01622,169494
GSM4216213_P01623.csv.gz,GSM4216213_P01623.csv.gz,GSM4216213,P01623,157829
GSM4216214_P01626.csv.gz,GSM4216214_P01626.csv.gz,GSM4216214,P01626,148707
GSM4216215_P01627.csv.gz,GSM4216215_P01627.csv.gz,GSM4216215,P01627,167268
GSM4216216_P01628.csv.gz,GSM4216216_P01628.csv.gz,GSM4216216,P01628,159208
GSM4216217_P01629.csv.gz,GSM4216217_P01629.csv.gz,GSM4216217,P01629,172398
GSM4216218_P01630.csv.gz,GSM4216218_P01630.csv.gz,GSM4216218,P01630,150710
GSM4216219_P01631.csv.gz,GSM4216219_P01631.csv.gz,GSM4216219,P01631,160505
GSM4216221_P01634.csv.gz,GSM4216221_P01634.csv.gz,GSM4216221,P01634,166985
GSM4216224_P01635.csv.gz,GSM4216224_P01635.csv.gz,GSM4216224,P01635,165987
GSM4216226_P01639.csv.gz,GSM4216226_P01639.csv.gz,GSM4216226,P01639,166008
GSM4216228_P01640.csv.gz,GSM4216228_P01640.csv.gz,GSM4216228,P01640,163060
