gene_symbol_upper,gene_symbol,log2FC_disease_only,SE_disease_only,p_value_disease_only,FDR_disease_only,log2FC_adjusted_age_sex,SE_adjusted_age_sex,p_value_adjusted_age_sex,FDR_adjusted_age_sex,same_direction,abs_log2FC_change
GTF2A1,GTF2A1,-0.0044542882677803,0.021807263288949,0.8384430102420051,0.9480926877295086,-0.0005669207329715765,0.02292899129228716,0.9803099814459584,0.994073510471136,True,0.003887367534808724
HS.457709,HS.457709,-0.0037850612677802,0.0185386796317427,0.8385101387214492,0.9481402662100976,0.003447597966091107,0.01940876659091897,0.8592732711266299,0.9528013731203215,False,0.007232659233871307
HS.438220,HS.438220,0.0042741637288329,0.02094154206849,0.8385657234893177,0.9481747892556756,-0.009666092793512302,0.021824664271212078,0.6585332335876767,0.8712537954336954,False,0.013940256522345203
HS.581429,HS.581429,0.0078012276782765,0.0382289715254738,0.8385921705441011,0.948176364914318,-0.0016236973783052616,0.040793815920505565,0.9683080785311488,0.9894321383468292,False,0.00942492505658176
HS.543242,HS.543242,0.0046867826371551,0.0229729563810453,0.8386333641426506,0.9481946135495102,-0.00041770952397126286,0.024425816153844964,0.986380621947246,0.9963318303142807,False,0.005104492161126363
MARK2,MARK2,-0.0067743354211439,0.0332184114003597,0.8386956723803267,0.9482037767290584,-0.0011568589769196563,0.0353380829892434,0.9739317060942059,0.9912930471695813,True,0.005617476444224244
TMEM203,TMEM203,-0.0064626038001957,0.0316904866411939,0.8386990469085277,0.9482037767290584,-0.009087032282297142,0.033839959509760965,0.7886926694842725,0.9260975236701909,True,0.002624428482101442
LOC731050,LOC731050,-0.0048442479970982,0.0237584666905543,0.8387249258763175,0.9482037767290584,0.003627967641656776,0.02486563184715005,0.8842109529422083,0.9606916822583683,False,0.008472215638754976
HS.581821,HS.581821,-0.0052491091279645,0.0257469614249968,0.8387426268970121,0.9482037767290584,-0.0038363002196941517,0.027663788324577814,0.889908438501201,0.9625457205920678,True,0.0014128089082703485
SLCO1B1,SLCO1B1,0.0038882382051271,0.0190747608901197,0.8387667398756913,0.9482037767290584,0.012450119257306833,0.020375552669761873,0.54218339467698,0.8077578535978027,True,0.008561881052179733
LOC729164,LOC729164,0.0056614758548603,0.0277797490349422,0.8388005715357637,0.9482136990454468,0.0028241977890191183,0.029565022798267164,0.9240364351851256,0.9749470156423303,True,0.0028372780658411814
VMAC,VMAC,0.0065662629366214,0.0322386204722023,0.8388955371444802,0.9482656634035594,0.0028494438102580565,0.03446262239609244,0.9342240849541568,0.9784427704199725,True,0.0037168191263633435
LOC132203,LOC132203,0.0052286645878082,0.0256715451835676,0.8388966515989689,0.9482656634035594,0.01080864689074396,0.02728320709403533,0.6925953104508011,0.8874406027652061,True,0.00557998230293576
LOC390829,LOC390829,0.004990763925011,0.0245097816509273,0.8389373214131599,0.9482833124127128,0.006450654254683253,0.025701232547798273,0.8021981165182005,0.9303777034679843,True,0.0014598903296722532
NKX2-2,NKX2-2,0.0050983562353637,0.0250585341968675,0.8390663991950718,0.9483724551916216,0.022338694501823735,0.02610047720488825,0.3935516336206103,0.7008778469721716,True,0.017240338266460035
RASSF10,RASSF10,0.0051781466741639,0.0254529519504671,0.8390804038449289,0.9483724551916216,0.004150997699987494,0.027108822627201472,0.8785245598223154,0.958643604303357,True,0.0010271489741764056
LOC652080,LOC652080,0.0051855688524427,0.0254983681205197,0.8391360001098411,0.9483724551916216,0.010595141918646397,0.027311076357750316,0.6986559481802461,0.8899621169695547,True,0.005409573066203697
PIP5K3,PIP5K3,0.0029459316284461,0.0144880240678236,0.8391617561519856,0.9483724551916216,0.01248805276743536,0.015358361484172927,0.41755503416513107,0.7207219672660959,True,0.00954212113898926
HS.540787,HS.540787,-0.0050453088505083,0.0248142275111504,0.8391714372146177,0.9483724551916216,-0.007236155635999173,0.026582818099426815,0.7858660592819309,0.9251839014397597,True,0.0021908467854908726
HNRNPA3P1,HNRNPA3P1,-0.0112802544279162,0.0554892516394779,0.8391995450093355,0.9483724551916216,0.009046022919508232,0.05870044479984419,0.8777522071259188,0.9584578121868775,False,0.020326277347424433
HS.157859,HS.157859,-0.0046859160382205,0.0230525791894882,0.8392123421170844,0.9483724551916216,0.006164219131042131,0.02446138482853619,0.8014175524834872,0.9302675849316302,False,0.01085013516926263
OPRL1,OPRL1,-0.0043898897036782,0.0216043943550865,0.8392720168883203,0.9483724551916216,0.01177991595407991,0.02279378537399907,0.6061203476718471,0.8447979537117655,False,0.01616980565775811
HS.581542,HS.581542,0.0055211920532156,0.0271830011058137,0.839336264998897,0.9483724551916216,0.024752763606004435,0.028261535974437854,0.38263551566474197,0.6921529359453122,True,0.019231571552788835
HS.134779,HS.134779,-0.0049310920834553,0.0242789784475822,0.8393445644970283,0.9483724551916216,-0.008743229378544142,0.025337825704184438,0.7305699143874351,0.9039509915946928,True,0.0038121372950888424
CDY1B,CDY1B,0.0024909621927904,0.0122649110999882,0.8393482024428318,0.9483724551916216,0.006487501300665174,0.013120229649648828,0.6217636779332666,0.853293257245618,True,0.003996539107874774
OR5B2,OR5B2,0.0049871141015948,0.0245583328623606,0.8393672844911113,0.9483724551916216,0.007041190623316736,0.025098855999179475,0.779484668318575,0.9226922711534714,True,0.002054076521721936
LOC649094,LOC649094,-0.0028561046838419,0.0140662628530843,0.8393873572799173,0.9483724551916216,-0.01113351761409512,0.014690080724440776,0.44980699010342373,0.7453325458605154,True,0.00827741293025322
LOC645994,LOC645994,0.0048790470208018,0.0240298371761548,0.8393914485589232,0.9483724551916216,0.014710112703255071,0.025512860246739655,0.5651649254998599,0.8218335653693675,True,0.009831065682453271
LOC441426,LOC441426,0.0043587436139328,0.0214725531610376,0.8394303012275208,0.9483724551916216,0.0046416325688854185,0.023003083961523334,0.8403834734302409,0.9468919269832652,True,0.0002828889549526181
HS.564290,HS.564290,0.0053599332970483,0.0264069711233763,0.8394437351239631,0.9483724551916216,-0.016503286684625643,0.02673704436058418,0.5380907489932667,0.8051324892415127,False,0.021863219981673943
HS.481552,HS.481552,0.0053452917036753,0.0263418910364778,0.8394861459545319,0.9483724551916216,-0.0022805587152197873,0.02769821487997543,0.9344988745861806,0.978493663156013,False,0.007625850418895087
LOC645253,LOC645253,-0.0068277568277711,0.0336513912673942,0.8395041669250374,0.9483724551916216,-0.0003856328710910991,0.0353618971686124,0.9913147340502912,0.9974567959735744,True,0.006442123956680001
LOC646283,LOC646283,-0.0045944074845189,0.0226481335670316,0.8395325674525982,0.9483724551916216,0.0003157772825331001,0.02421997725253472,0.989616397314647,0.9972271009949923,False,0.004910184767052
HS.442306,HS.442306,0.0052572319121901,0.0259193971960309,0.8395561997785478,0.9483724551916216,0.006695554972294812,0.027383264660967223,0.8071969769471743,0.9324291667290162,True,0.001438323060104712
HS.127008,HS.127008,-0.0041924213105957,0.0206700239861897,0.839559223666549,0.9483724551916216,-0.00890833475923977,0.02199574152028056,0.6861026443268621,0.8840497966377325,True,0.00471591344864407
HS.565952,HS.565952,-0.0049077826589269,0.0241982542295712,0.8395674771109255,0.9483724551916216,-0.008952745251410685,0.025788125482437897,0.728995924967734,0.903338816138143,True,0.004044962592483785
CARTPT,CARTPT,-0.0057864283231748,0.0285388799477507,0.8396139722174503,0.9483734012162702,-0.018843120571719812,0.02954600979915558,0.524689844147743,0.7970349455318143,True,0.013056692248545013
HS.570875,HS.570875,0.0040181324148505,0.0198188604192434,0.8396242024660221,0.9483734012162702,-0.011876831008429505,0.020747563628629943,0.567952228341189,0.823205546850011,False,0.015894963423280006
HS.553022,HS.553022,-0.0055706426388501,0.0274803615231658,0.8396470400737555,0.9483734012162702,-0.00960331102840839,0.029348026561792397,0.743996047760118,0.9100373341003749,True,0.00403266838955829
HS.542083,HS.542083,0.005319290241412,0.0262439922133943,0.8396685495945353,0.9483734012162702,0.004054658012439505,0.028072105664122812,0.8853659205552906,0.9610599294924895,True,0.0012646322289724945
HS.201494,HS.201494,0.0054608932000471,0.0269544680335076,0.8397380334393152,0.9484235761599666,-0.011320322176613603,0.02850120310131905,0.6918428147672747,0.8870847292559304,False,0.016781215376660705
IFNA16,IFNA16,-0.0051648599671027,0.0255046205601849,0.8398083480087842,0.9484408227659232,-0.00034151404780929836,0.027061807671327008,0.9899493659231511,0.9972657302406992,True,0.0048233459192934015
HS.205446,HS.205446,0.0049148315258817,0.024272026176575,0.839821837690413,0.9484408227659232,0.009150351817465619,0.02565455536920593,0.7218795119536721,0.9003807141481946,True,0.004235520291583919
HS.333856,HS.333856,0.0051799306794854,0.0255857258453973,0.8398496270611693,0.9484408227659232,-0.006315104898457456,0.027197032303281105,0.8167279811559299,0.9365497265430652,False,0.011495035577942857
HS.543076,HS.543076,0.0056630462423793,0.0279776636708897,0.8398814646701845,0.9484408227659232,0.004141157039935669,0.02979220879945961,0.8896517313571167,0.9624727300778414,True,0.0015218892024436315
FGF19,FGF19,-0.0062004225457191,0.0306345101828406,0.8398917616320214,0.9484408227659232,0.0013364902692248755,0.03266440095652057,0.9674221539543535,0.9890342483199563,False,0.007536912814943975
HS.438539,HS.438539,0.0048555638962259,0.0239935451364007,0.8399154294805211,0.9484408227659232,0.006574799421592865,0.02533265125122514,0.7956065316220908,0.9283785291165703,True,0.0017192355253669647
IL21R,IL21R,0.0028896566727126,0.0142803078976963,0.8399287273641253,0.9484408227659232,-0.008279286196438482,0.014843832735646828,0.5779124109498481,0.8292633997742852,False,0.011168942869151082
HS.545096,HS.545096,-0.0049902368396235,0.024675458239419,0.8400205842112436,0.9484599690520236,-0.02255548090752364,0.025903834632246613,0.38540882413101796,0.6947110403718366,True,0.017565244067900138
LOC644662,LOC644662,0.0037407349419438,0.0184992657986419,0.8400400170749027,0.9484599690520236,0.004696159411104954,0.019700423626854455,0.811941068186227,0.9347665791676387,True,0.0009554244691611538
HS.541695,HS.541695,0.0049502725384603,0.0244814820692278,0.8400440277855195,0.9484599690520236,0.011975176967675057,0.025248723075614803,0.6360438585385982,0.8610572281532333,True,0.007024904429214757
HS.155579,HS.155579,-0.0068965065749886,0.0341069574306132,0.840045927247895,0.9484599690520236,-0.00912645309469804,0.035861287913167166,0.7994934105522488,0.9293281882660698,True,0.0022299465197094404
HS.551943,HS.551943,0.0055718716470716,0.0275663295351134,0.8401055002841722,0.9484989339147036,-0.002022890379203925,0.029231248016422167,0.9449282021329737,0.9820610390752306,False,0.007594762026275525
FBXO46,FBXO46,0.0085338034228336,0.0422340250729252,0.8401570591019224,0.9485001766277732,0.01907230688580202,0.044991090437851725,0.6722893201862643,0.8782058226653245,True,0.01053850346296842
HS.415414,HS.415414,-0.0054228518178532,0.0268383818424611,0.8401602361601992,0.9485001766277732,-0.005596766985474216,0.028798184189236253,0.8461919922958366,0.9490803560336066,True,0.00017391516762101534
OR4F15,OR4F15,0.004817794107159,0.0238471341538271,0.8401817872765807,0.9485001766277732,0.006784731674354327,0.025376927215313448,0.7895924685046285,0.926277167929942,True,0.0019669375671953274
LOC401629,LOC401629,0.0057525465345901,0.0284813249773696,0.840222468839372,0.9485178092675576,0.011843409804482384,0.03034509081966404,0.6969233063551211,0.8895338876906572,True,0.006090863269892284
HS.571574,HS.571574,-0.0050936892648769,0.0252263783144585,0.8402668837294313,0.948531946841212,-0.007016499355997892,0.02662453196026358,0.7925312526682089,0.9271758203549006,True,0.0019228100911209915
GRSF1,GRSF1,-0.0089190803500259,0.044181175862871,0.8403012501946623,0.948531946841212,-0.05452427097625113,0.04502973156352337,0.22802235082545774,0.5277848075131293,True,0.04560519062622523
HS.434954,HS.434954,-0.0046389950462034,0.0229815522719385,0.8403151260569033,0.948531946841212,-0.01592812405722064,0.024128160311057804,0.5102600700233462,0.7872524504730354,True,0.01128912901101724
HS.569229,HS.569229,-0.005266391730529,0.0260977905688887,0.8403641289943717,0.948531946841212,0.004712333269782144,0.02775727504835334,0.8654401884958679,0.9548775913535088,False,0.009978725000311144
FLJ33590,FLJ33590,0.0057282022341543,0.0283883685446886,0.8403755537796533,0.948531946841212,-0.0036721813664693766,0.029778535176090914,0.902035985849329,0.9671813118780087,False,0.009400383600623678
RHCE,RHCE,-0.0035501887191599,0.0175991414190002,0.8404183111088434,0.948531946841212,-0.009091076594332679,0.018444453633273954,0.6228740601966052,0.8538882052450727,True,0.005540887875172778
LOC652894,LOC652894,-0.0052850254090482,0.0262006113201769,0.8404271198972677,0.948531946841212,0.0028893646478292635,0.02735842422314566,0.9160439460181117,0.971898718314638,False,0.008174390056877465
HS.578090,HS.578090,0.0050873284762929,0.0252218672220846,0.8404354957836062,0.948531946841212,0.0007646319204970427,0.026968004115104482,0.9774213321853144,0.9928468446477375,True,0.004322696555795858
LOC644045,LOC644045,-0.0056532776115147,0.0280479279795613,0.8405489002780742,0.9486067434178016,-0.00998524509145474,0.02951783339121383,0.7356675071235232,0.9067834109273499,True,0.00433196747994004
HS.541362,HS.541362,0.0053315755365245,0.026455033980605,0.8405678357122169,0.9486067434178016,0.009477167784142497,0.028375463520346925,0.7388928644521418,0.9081329960723462,True,0.004145592247617997
LOC387647,LOC387647,-0.0127786554032436,0.0634156363321699,0.8405889967029495,0.9486067434178016,-0.035391347880077154,0.0662284185878687,0.5939363754625261,0.8381727222669387,True,0.022612692476833555
HS.445843,HS.445843,0.0055092921357032,0.0273436578621027,0.8406069599458553,0.9486067434178016,0.007170167249712187,0.029305170825795437,0.8070735109688854,0.9324206128953599,True,0.0016608751140089872
LOC650681,LOC650681,0.0062116152885821,0.0308333684427312,0.8406270929753801,0.9486067434178016,0.00774991778757547,0.03298964792477084,0.8146192878998425,0.9355951321741423,True,0.0015383024989933701
LOC731170,LOC731170,0.0062138997484262,0.0308685165976234,0.8407483520160426,0.9487152905691628,0.013644193005120491,0.03297449637241161,0.6796774517078183,0.8822263208606541,True,0.007430293256694292
HS.150147,HS.150147,-0.0085567961623141,0.0425392203348488,0.8408665308752727,0.948796384011264,-0.0016539459863255527,0.045522785367344075,0.9710699244581074,0.990222351701286,True,0.006902850175988547
HS.410179,HS.410179,-0.0051540532477026,0.0256234630148914,0.8408703566062941,0.948796384011264,0.003765929601121038,0.02735802796192949,0.890714876410261,0.9628401134678455,False,0.008919982848823638
MRGPRX4,MRGPRX4,0.0049068659400083,0.0244015154250276,0.8409150568703647,0.9488185332513214,0.009038059321532536,0.026136361671833898,0.7300165962662599,0.9037817023863,True,0.004131193381524236
LOC643328,LOC643328,0.0042222790940966,0.0210018829985844,0.8409507166069187,0.9488304808963256,0.005845205774673777,0.022172440025045627,0.7924622623831198,0.9271237683437371,True,0.0016229266805771773
CRB2,CRB2,0.0052384250314457,0.0260605674662834,0.8409766682488471,0.948831474676421,0.010694781369257018,0.027920863084415735,0.7022801765060291,0.8916227588445933,True,0.005456356337811318
HS.99391,HS.99391,-0.0066717972288348,0.033199431201311,0.8410144731716043,0.9488458414563284,0.0023719853755378036,0.034894463058387455,0.9459031453750109,0.9823799759761509,False,0.009043782604372604
SFTPA2B,SFTPA2B,-0.0042435069562188,0.0211207684476132,0.8410494975340159,0.9488570704010124,-0.017040260021108502,0.02220253161002788,0.4441003599809439,0.7413294911714362,True,0.012796753064889702
HS.572681,HS.572681,0.0047267312776955,0.0235410259235245,0.8411504477162821,0.9489426727954932,0.0008848887647514038,0.02502440174346446,0.9718429517373133,0.9906579768022371,True,0.003841842512944096
PUS3,PUS3,-0.0062647310348338,0.0312158399037128,0.8412255296132071,0.9489990876875352,0.014440476426322853,0.03200470032919872,0.6525546267124938,0.8688757783376696,False,0.02070520746115665
HS.451632,HS.451632,-0.0046526019542831,0.0231867367363488,0.8412511852791139,0.9489997424088152,-0.00817395878385747,0.024508241431052055,0.7392489364601362,0.9083641314698154,True,0.003521356829574371
KIF14,KIF14,0.0061374710936129,0.0305955008874611,0.8412960314362993,0.9490220448804229,0.005054576996562287,0.031693912665170715,0.8735231034258969,0.9570644803198313,True,0.0010828940970506124
HS.542624,HS.542624,-0.0050654441731985,0.0252576097303943,0.8413344610533484,0.9490306199579877,-0.004362656026330775,0.027162668927803068,0.8726337190218272,0.9568210424166708,True,0.0007027881468677256
HS.563438,HS.563438,0.0045155540370096,0.0225184957395852,0.8413537853625325,0.9490306199579877,0.012081391311368293,0.023928229534602382,0.6144335811103171,0.8502382224080325,True,0.007565837274358693
HS.171357,HS.171357,-0.004128460738995,0.020596020217255,0.8414138945749264,0.9490503722022308,-0.003927165830374196,0.021767174994338136,0.8570899785204376,0.9520631215280984,True,0.0002012949086208039
HS.171022,HS.171022,0.0050914165670039,0.0254063434662729,0.8414529360162237,0.9490503722022308,0.004574906223914839,0.026983646626360335,0.86561731414567,0.9548775913535088,True,0.000516510343089061
HS.580877,HS.580877,-0.0054348516790036,0.0271258811826201,0.8414862937874686,0.9490503722022308,0.02386044855534734,0.028059979521740105,0.3966104974196437,0.7039403876257485,False,0.02929530023435094
HS.538708,HS.538708,0.0054583262581025,0.027245930713592,0.8415028568970505,0.9490503722022308,0.002666087351248489,0.028866064098037877,0.9265454771048074,0.9760834501851305,True,0.0027922389068540106
HS.545626,HS.545626,0.0050020933275265,0.0249746348761679,0.8415407313513918,0.9490503722022308,-0.0005913498970562053,0.026746997794136456,0.9823929275886873,0.9945601673894943,False,0.005593443224582705
LOC646376,LOC646376,-0.0052069100563625,0.0259978259764397,0.8415441868832583,0.9490503722022308,-0.0010926694805248752,0.027086422005900175,0.9678802729857148,0.989181950566211,True,0.004114240575837625
LOC647250,LOC647250,-0.006573055528545,0.03282894945567,0.8415919581520037,0.9490503722022308,-5.3159300057007856e-05,0.03474308022463462,0.9987813918813658,0.9996530441155732,True,0.006519896228487992
HS.537981,HS.537981,0.004734142554667,0.0236449604943634,0.8415946849646977,0.9490503722022308,0.010021639760136699,0.024892912073828485,0.6878727481369795,0.8847454814559428,True,0.005287497205469699
HS.568805,HS.568805,-0.005844608648768,0.0292031886244838,0.841658575009291,0.9490503722022308,-0.012115745277463548,0.030700849455013182,0.6937187467008008,0.887766753657432,True,0.006271136628695548
HS.565576,HS.565576,0.0053270569475074,0.0266189726220784,0.8416690471405701,0.9490503722022308,-0.0034597001971643465,0.027287583445717183,0.8992938413972902,0.9663794042188373,False,0.008786757144671746
LOC651933,LOC651933,0.0049134483258325,0.0245545870577727,0.8416842586617568,0.9490503722022308,0.004490508716908818,0.026162599490974214,0.8639731896506199,0.9545168535590074,True,0.0004229396089236821
LOC648993,LOC648993,-0.0072688632302868,0.0363272271861745,0.8416912758075117,0.9490503722022308,0.007634410605201042,0.03880659715040657,0.844328493386151,0.9484848964289782,False,0.014903273835487842
KLK9,KLK9,0.0053171351848077,0.0265773481840447,0.8417157987919157,0.9490503722022308,0.0026778161795696235,0.028242257554148394,0.9245985625027641,0.9752064320963048,True,0.0026393190052380767
AGER,AGER,0.0044007155810336,0.0220002585296765,0.8417411623404649,0.9490503722022308,-0.004305576932916015,0.023033839871794897,0.8519947686832041,0.9505774909396243,False,0.008706292513949615
HS.580431,HS.580431,-0.0048408957803592,0.0242046040207516,0.8417655248912379,0.9490503722022308,-0.0025804565441634275,0.025912422397636227,0.9208193025911805,0.9737985113551239,True,0.002260439236195772
GZMM,GZMM,-0.0050739743640548,0.0253779385497569,0.8418143438664165,0.9490503722022308,-0.0019847411383411458,0.026712009172263917,0.9408781145457235,0.980875757569406,True,0.0030892332257136546
HS.580411,HS.580411,-0.005040670498308,0.0252143366865208,0.841832730540579,0.9490503722022308,-0.008456052363677198,0.02677366338572071,0.752605128693035,0.9132123661595576,True,0.0034153818653691985
HS.371906,HS.371906,-0.0047263732435898,0.0236475466597266,0.8418682424212325,0.9490503722022308,-0.008814011788912722,0.025418824526252957,0.7293063090532341,0.9035099863310975,True,0.004087638545322922
HS.561034,HS.561034,-0.0048294711690865,0.0241699165445097,0.8419104485295877,0.9490503722022308,-0.0077868265423388094,0.025864352833021173,0.7638188032177207,0.9176105903113309,True,0.0029573553732523093
LOC731827,LOC731827,-0.0046025253139828,0.0230377952180072,0.8419352844329483,0.9490503722022308,-0.0037302253357405016,0.024347658162088923,0.8784590396976958,0.958643604303357,True,0.0008722999782422988
SLC7A5P1,SLC7A5P1,-0.0035503398265622,0.0177732095857788,0.8419536734182541,0.9490503722022308,-0.009893956848060962,0.01901515652406142,0.60367465538945,0.8437667026579431,True,0.006343617021498762
HS.537998,HS.537998,-0.0046385645568474,0.0232252192085685,0.8419824962826258,0.9490503722022308,-0.006570980527728782,0.02482731591888403,0.7916606023476269,0.9268509564253782,True,0.001932415970881382
MED18,MED18,-0.0059376123522028,0.0297342319060576,0.8420071462541416,0.9490503722022308,-0.012116691447764515,0.031299677390211715,0.6992646595218761,0.8903367751401199,True,0.006179079095561715
HS.545513,HS.545513,-0.0062643885319309,0.0313732845892448,0.8420202184452364,0.9490503722022308,-0.014977755002855885,0.03311817825650768,0.6517977047221046,0.8686670411552603,True,0.008713366470924985
HS.377419,HS.377419,0.0072144913720361,0.0361330414382769,0.8420264985581365,0.9490503722022308,0.015205964712473768,0.03845117586366345,0.6931128932070028,0.8875457896963901,True,0.007991473340437668
TTTY4C,TTTY4C,0.0047058518384118,0.0235727343119653,0.8420526647178772,0.9490503722022308,0.010876720538265303,0.02503860655991868,0.6646779085415153,0.8744229743695143,True,0.006170868699853504
OR6B2,OR6B2,0.0054772449346878,0.0274371906802135,0.8420547342875206,0.9490503722022308,0.01371260792982181,0.027922176750032574,0.6241351369779637,0.8542929726266814,True,0.00823536299513401
HS.539234,HS.539234,0.0056349661417504,0.0282306532118979,0.8420734423334278,0.9490503722022308,0.018967930845271402,0.030137401389675307,0.5301397096300307,0.7996360229029589,True,0.013332964703521001
HS.161147,HS.161147,-0.0049024231446555,0.0245750503818705,0.8421645550969955,0.9491170679570178,-0.018980150745890663,0.025711829967153755,0.4616540290142005,0.7540030373757739,True,0.014077727601235164
HS.97507,HS.97507,0.0047405423417979,0.0237663489494573,0.8421827769416206,0.9491170679570178,0.0017376980209330547,0.025420351888215793,0.945599176272383,0.9823267663584476,True,0.0030028443208648453
INPP4A,INPP4A,0.0036212004779868,0.0181653278450845,0.8422746257885768,0.9491923141945174,-0.0020610669413833136,0.019059517128434462,0.9140429248509606,0.9711875772304013,False,0.005682267419370114
LOC642611,LOC642611,-0.0049229985972436,0.0247080755669227,0.8423529216188761,0.94923937414788,-0.009584100949882735,0.026318066694985664,0.7162926754436337,0.8977641249136791,True,0.004661102352639135
AARS2,AARS2,0.0104148586744056,0.0522757936291294,0.8423665481360395,0.94923937414788,-0.002623375117438177,0.05397428783982005,0.961305024799479,0.9871001429460099,False,0.013038233791843778
NDST3,NDST3,0.0048478110338638,0.0243498154757751,0.8424749389905071,0.949333250194567,-0.009134706747933093,0.025905220429053223,0.7249110951631663,0.9013991755666051,False,0.013982517781796894
HS.367445,HS.367445,0.0056067421954519,0.0281754169873637,0.8425500027175693,0.94938704690454,0.0003685339501979741,0.029965397933406718,0.9902051062737013,0.9972657302406992,True,0.005238208245253926
C7ORF30,C7ORF30,-0.0094210859458163,0.0473505036598441,0.8425728513298549,0.94938704690454,-0.0348559072995138,0.050149451517017954,0.48819846705522674,0.7728430662221153,True,0.0254348213536975
HS.204767,HS.204767,-0.0047806271678761,0.0240398346933994,0.8426525859056481,0.9494092445486022,0.01275995025322756,0.024490706149424973,0.6031934899007375,0.84362382922333,False,0.01754057742110366
HS.571295,HS.571295,-0.0046776278401079,0.0235262105459048,0.8426810822329643,0.9494092445486022,-0.024663661212816854,0.0245583781143751,0.3169979806739194,0.6311886952584955,True,0.019986033372708954
HS.583150,HS.583150,-0.0050186562839877,0.025252537343023,0.8427494338779784,0.9494092445486022,-0.010927577971271144,0.026540750314938796,0.6811773631691205,0.8826898064267115,True,0.005908921687283444
LOC402199,LOC402199,-0.0049807164569431,0.025065853297362,0.8427755530207816,0.9494092445486022,-0.010522496357062565,0.02691220706422607,0.6964050728605387,0.8893975636030389,True,0.005541779900119464
RND1,RND1,0.0051384152024656,0.0258622463907991,0.8427921201529256,0.9494092445486022,0.0020747535116924405,0.02747599248378954,0.9399171019443584,0.9805419990127954,True,0.0030636616907731597
SERP2,SERP2,0.013273973364293,0.066814996581576,0.8428049642259511,0.9494092445486022,-0.07975589756488013,0.06457501506048055,0.2188960172130971,0.5157813895160055,False,0.09302987092917314
HS.568487,HS.568487,-0.0047339719063868,0.0238310914144326,0.8428211252239214,0.9494092445486022,-0.002506885383530659,0.025297523191455965,0.9212057878812883,0.9738583390610764,True,0.002227086522856141
HS.544253,HS.544253,-0.0068166969726665,0.0343202471603376,0.842841896476574,0.9494092445486022,-0.0005703408191147801,0.03632276162112244,0.987494791926223,0.9965563351803296,True,0.00624635615355172
HS.584617,HS.584617,0.0049395187087555,0.0248692910036788,0.8428427360733775,0.9494092445486022,0.0071230818669891,0.026540817007097397,0.7888059438925927,0.9260975236701909,True,0.0021835631582336
HS.520854,HS.520854,-0.0052886946698122,0.0266285800594143,0.8428501438072951,0.9494092445486022,-0.005201682126861888,0.02820233510852823,0.853937850494551,0.9512886021424277,True,8.701254295031147e-05
DRD3,DRD3,0.0035414120205603,0.0178331218201645,0.8428684988529431,0.9494092445486022,0.01889274664406794,0.018632881893219034,0.3123826870433121,0.6259699684092253,True,0.015351334623507639
HS.58068,HS.58068,0.0046814395074973,0.0235787669601774,0.8429008992555715,0.9494174831317368,-0.002633156040517137,0.025041432078439632,0.9164079015615177,0.9721213510804496,False,0.007314595548014438
HS.26920,HS.26920,0.0055388940585374,0.0279251345287514,0.8430545180022386,0.9495518491518872,0.0020082170493612187,0.029864758995293665,0.9464850187793545,0.9824649484564852,True,0.003530677009176181
HS.581967,HS.581967,0.0080239311695685,0.040460234301111,0.8430791179381569,0.9495518491518872,0.019917363792434455,0.043161372240210626,0.6451932181978198,0.8657937998055061,True,0.011893432622865956
LOC645643,LOC645643,0.0054668945091911,0.0275723283739565,0.8431117593517071,0.9495518491518872,0.015860009312673378,0.02951472132576523,0.5918848861756005,0.8369248434287999,True,0.01039311480348228
C1ORF69,C1ORF69,-0.0064313206028079,0.0324382612237232,0.8431205500951227,0.9495518491518872,-0.045398868273415494,0.03299280320047834,0.1710433673912726,0.44689729252952043,True,0.038967547670607595
HS.579256,HS.579256,0.0064359594225922,0.0324759395842405,0.843188632215118,0.949600267067798,-0.009589898571960607,0.03441054589400657,0.780899391363199,0.9235162153640935,False,0.016025857994552806
COPS5,COPS5,0.0083112190058041,0.0420292066551975,0.8435225439001283,0.9499202285640128,-0.0008715867412777047,0.04240113425538308,0.983629737682734,0.9950137933964331,False,0.009182805747081805
LOC391574,LOC391574,-0.005054113771651,0.0255635382454841,0.8435543612961636,0.9499202285640128,-0.009595257281980319,0.027193218142362998,0.724735680646338,0.9013991755666051,True,0.004541143510329319
HS.539306,HS.539306,0.0048013322658427,0.0242866129829668,0.8435647567831414,0.9499202285640128,0.008921061528846924,0.02576544080354444,0.7296886584461446,0.9036415258798095,True,0.004119729263004224
TCTE3,TCTE3,0.0049233706838392,0.0249052726664313,0.8435731374995484,0.9499202285640128,-0.0016605827829502856,0.02625692311517774,0.9496640264950754,0.98326910501661,False,0.0065839534667894856
HS.575308,HS.575308,0.005514026195934,0.0279006610254794,0.843614689351609,0.9499218002693868,0.005819833144284453,0.029479365188459658,0.8437889192838219,0.9484165776842458,True,0.00030580694835045334
LOC150383,LOC150383,-0.0054696566383655,0.0276779545582914,0.8436247325702679,0.9499218002693868,0.01232750549949028,0.02826669831203796,0.6634354351472147,0.8739124109352786,False,0.01779716213785578
HS.535689,HS.535689,0.0051517993763894,0.0260972808231164,0.8437889689607835,0.9500104926151842,0.0012019725638354956,0.02780660397431027,0.9655837381754089,0.988276013602686,True,0.003949826812553904
