gene_symbol_upper,gene_symbol,log2FC_disease_only,SE_disease_only,p_value_disease_only,FDR_disease_only,log2FC_adjusted_age_sex,SE_adjusted_age_sex,p_value_adjusted_age_sex,FDR_adjusted_age_sex,same_direction,abs_log2FC_change
IFT80,IFT80,-0.0157195286490098,0.0220561190358248,0.4771890250050514,0.7634298207787106,-0.010499651037548501,0.023679912185814094,0.6581714724335598,0.8712054160721849,True,0.0052198776114612995
LOC642219,LOC642219,0.026718319709723,0.0374964744979945,0.477281891272268,0.7635171572975603,0.01548574863919497,0.0395947858276817,0.6963222452889783,0.8893975636030389,True,0.01123257107052803
HS.566921,HS.566921,-0.0171038156216759,0.0240035981524288,0.4772839641532971,0.7635171572975603,-0.013395881783403948,0.025354100506814675,0.5981039093472458,0.8405748655039498,True,0.003707933838271952
HS.563458,HS.563458,0.017406731146588,0.0244326482231343,0.4773548139577223,0.7635493583329693,0.02301345901143896,0.026025053066208382,0.3780826053316624,0.687994724559193,True,0.0056067278648509605
LOC646990,LOC646990,-0.0183263944767791,0.0257238213298065,0.4773600108779884,0.7635493583329693,-0.024315718952905855,0.027151845725832704,0.3720548669886057,0.6822417993144421,True,0.005989324476126753
HS.385632,HS.385632,-0.017049398325352,0.0239316180489048,0.4773646189165668,0.7635493583329693,-0.003088041692215464,0.02530223747094108,0.9030399829918441,0.9675470127620053,True,0.013961356633136536
SLC22A2,SLC22A2,0.0127846514859683,0.0179496939961515,0.4774710654489515,0.7636752410949537,0.008797972740831918,0.018618117724604272,0.6372814544560848,0.8618370273581735,True,0.003986678745136382
LOC653118,LOC653118,0.0163668921819051,0.0229818184660547,0.4775216902728094,0.7636752410949537,0.020870248895419954,0.02456233917103359,0.39697197049202027,0.7041196604602803,True,0.004503356713514855
HS.582735,HS.582735,0.0195500691555381,0.0274515726693392,0.4775224629955855,0.7636752410949537,0.010316576352257715,0.029398239596018064,0.7261797856601013,0.9018938403002201,True,0.009233492803280384
HS.552042,HS.552042,-0.015491164263426,0.0217522678627655,0.4775240337291148,0.7636752410949537,-0.013310566247115097,0.023193928022428242,0.5669821452483323,0.8225687519471199,True,0.002180598016310903
HS.561433,HS.561433,-0.0170949787327058,0.0240123734496393,0.4776718451795825,0.7638529324908431,-0.016904335589861232,0.02569798239347162,0.511757364097826,0.7882910756842396,True,0.0001906431428445668
SI,SI,0.0147316121618266,0.0206928553629795,0.4776755100475819,0.7638529324908431,0.01700754718448082,0.021862888316855397,0.43794867429522066,0.7369722853008309,True,0.0022759350226542203
RAG1,RAG1,0.0177606594658918,0.0249526759883675,0.4777644580671167,0.7639330349125557,0.011763867578966192,0.026609489763014832,0.659114002711887,0.8713695052639815,True,0.005996791886925607
FLJ33387,FLJ33387,-0.0184526321480412,0.0259249460252164,0.4777659727142969,0.7639330349125557,-0.02319561401989935,0.027658536494194436,0.4031204670126567,0.7092746255026037,True,0.0047429818718581485
HS.577555,HS.577555,0.0178339044859679,0.0250623641403864,0.4778834129203233,0.7640562626047905,0.015894870508047224,0.02694472900764121,0.5562179968502803,0.816354459056348,True,0.0019390339779206747
LOC730034,LOC730034,0.0215516423727617,0.0302881767851552,0.4779007756305354,0.7640562626047905,0.0192992611595847,0.031584397644447676,0.5421797073971275,0.8077578535978027,True,0.002252381213176998
HS.583218,HS.583218,-0.0189855655965182,0.0266820440114403,0.4779036053580459,0.7640562626047905,-0.027495596900904976,0.028201915947175853,0.3312885370992543,0.6455688049882862,True,0.008510031304386777
HS.128325,HS.128325,-0.0166709682160151,0.0234302471177646,0.4779243355522735,0.7640571285139757,-0.01168286083446904,0.024969255879241387,0.6406014619004647,0.8637220130831679,True,0.004988107381546059
HS.213954,HS.213954,0.016910965234155,0.0237701001637131,0.4779714512395983,0.7641001750280407,-0.003974868259307559,0.024378451517175322,0.8707188284558891,0.9560367778735821,False,0.020885833493462562
MYBPC3,MYBPC3,-0.0496806247194024,0.0698394857862955,0.4780234205580391,0.7641241370819705,-0.13846031905105832,0.06812509366352701,0.044027177446859196,0.17154342631831568,True,0.08877969433165592
HS.435128,HS.435128,0.0154347489983056,0.0216978607371541,0.4780268210524951,0.7641241370819705,0.01213789136638617,0.02283711620480124,0.5959279275020177,0.8394494489240095,True,0.0032968576319194302
HS.201030,HS.201030,-0.0310315232068229,0.0436260837592216,0.4780529097722528,0.7641335652000117,0.019701746108676758,0.04434242563431944,0.6575150530210825,0.8708203740332275,False,0.05073326931549966
HS.565461,HS.565461,0.0278142502370568,0.0391054667180407,0.4780802034886985,0.7641449185418229,0.039309516172543496,0.04163807900871055,0.3467806886218313,0.6590871423489856,True,0.011495265935486696
HS.125537,HS.125537,0.0177344939250108,0.0249350634572558,0.4781020148748135,0.7641475085498624,0.010704012341096053,0.026694710627259418,0.6890559173731471,0.8852813833097165,True,0.007030481583914748
GALNT7,GALNT7,0.0163785152051264,0.0230318859532581,0.4781660391505646,0.7641951008414689,0.017224962963956574,0.024346375760462193,0.4804514150614887,0.7669961473077936,True,0.0008464477588301725
HS.232684,HS.232684,-0.0221635873887289,0.0311674374880338,0.4781721762676855,0.7641951008414689,-0.025832435236039637,0.03276403224650672,0.431792384550296,0.7322496117619081,True,0.003668847847310735
LOC647197,LOC647197,0.0172993328103525,0.0243294525296652,0.4782145984307291,0.7642306263072955,0.02311625176650874,0.0255187378145812,0.3665919906279973,0.6776419105845065,True,0.005816918956156238
FLJ41352,FLJ41352,-0.0101625501078866,0.0142964482736127,0.4783384640918874,0.7643793185323616,-0.004449692347392681,0.015152606388265346,0.7694600166622076,0.9195010461644793,True,0.005712857760493919
HS.544874,HS.544874,-0.0187405844683124,0.0263644098232588,0.4783480362553626,0.7643793185323616,-0.01848058986403984,0.02814152351933778,0.51246628490544,0.7887349623374869,True,0.00025999460427256205
LOC400768,LOC400768,0.0190200366891617,0.0267590812726783,0.4783732424867609,0.7643873225735257,0.014225208646500002,0.02871295080240107,0.6210858073016166,0.8529436967916052,True,0.004794828042661698
HS.581332,HS.581332,-0.0186079459654095,0.0261839675067802,0.4784512758073685,0.7644517568112663,-0.02710589896474853,0.027951019250871515,0.3338606287326201,0.6482201716151822,True,0.008497952999339031
LOC646363,LOC646363,0.018774911239718,0.026420156859602,0.4784719862443102,0.7644517568112663,0.01713504695495148,0.028030152573650328,0.5420015984081599,0.8076141774619165,True,0.0016398642847665207
PIB5PA,PIB5PA,-0.0507406180360442,0.0714064547056239,0.4784964746947074,0.7644517568112663,-0.14304664635050085,0.06355589418236435,0.02598453187775605,0.11246690226961979,True,0.09230602831445665
LOC648704,LOC648704,-0.0237862905065321,0.0334757022071595,0.478517969306455,0.7644517568112663,-0.014703495103412829,0.035180053464437755,0.676633460586958,0.880449370788173,True,0.00908279540311927
HS.580555,HS.580555,0.0206910375113684,0.0291204253306252,0.4785305761946076,0.7644517568112663,0.03383504329757699,0.030679836052727335,0.27201487256834794,0.5826075193673852,True,0.013144005786208592
HS.582313,HS.582313,0.0180934220338649,0.0254648016897087,0.4785347611535092,0.7644517568112663,0.01800152301788741,0.027249921825965313,0.5099648226531313,0.7869252498626113,True,9.189901597748962e-05
HS.542517,HS.542517,0.0169434099620217,0.0238477712889141,0.4785624575470409,0.7644541582154943,0.019946752832393572,0.025327192042402517,0.432303114623667,0.7326233062890606,True,0.003003342870371871
HS.160572,HS.160572,-0.0174111752767295,0.0245069416349822,0.4785766625429294,0.7644541582154943,-0.022990706042764566,0.025922467039595082,0.3766743179362798,0.6865874987533809,True,0.0055795307660350645
PYCRL,PYCRL,-0.0202355441424777,0.028486158249733,0.4786352655672976,0.7645155001544671,-0.020043672808598628,0.029796871613670863,0.5022775650403379,0.7823036637934331,True,0.0001918713338790734
LOC646401,LOC646401,0.0170480923555866,0.0240029055921904,0.4787050508407948,0.7645808815928916,0.02099632437882443,0.025388092423804486,0.409656478567471,0.7145561709102151,True,0.003948232023237831
HS.566801,HS.566801,-0.022071751730529,0.0310767975310235,0.4787166033458003,0.7645808815928916,-0.014033281705159372,0.032960628125422664,0.6709467890315444,0.8777335691007523,True,0.008038470025369627
LOC728044,LOC728044,0.0169319037498789,0.0238419465429174,0.4787534613997679,0.764606023351682,0.014315603567289887,0.025601010384911686,0.5769444185496746,0.8287000786794328,True,0.0026163001825890136
GLIS1,GLIS1,0.0174630382513288,0.0245909217442752,0.4787727511860741,0.764606023351682,-0.001566869557650179,0.025691952963541476,0.9514579706636045,0.9837811789057133,False,0.01902990780897898
LOC729335,LOC729335,0.0136026384716972,0.0191569754828723,0.4788220616920112,0.7646525062996691,0.01671175347282283,0.02050283747778547,0.4164226147815312,0.7198287329415287,True,0.003109115001125628
HS.537938,HS.537938,-0.0165089447796334,0.0232546879736283,0.478910409759641,0.7647370558012883,-0.022458588284782265,0.02485096282674062,0.36771287790151186,0.6785538825423286,True,0.005949643505148865
FLJ14816,FLJ14816,-0.0183977916373981,0.0259163032387449,0.4789267365562896,0.7647370558012883,-0.0259037094757075,0.027595710889645114,0.34953197464543406,0.6617171283293031,True,0.007505917838309402
HS.334376,HS.334376,0.0152476397092391,0.0214840646369794,0.479034332610265,0.7647370558012883,0.014034512441481815,0.02259500315006248,0.5355364305314475,0.8036762659063865,True,0.0012131272677572847
FBXW12,FBXW12,0.0180835970227376,0.025480165885395,0.4790379719228739,0.7647370558012883,0.020622046141640437,0.026926784022340302,0.44506978524240925,0.7419332727958516,True,0.002538449118902837
LOC650392,LOC650392,-0.0167901354279152,0.0236582567406998,0.4790491992491063,0.7647370558012883,-0.01802283282573562,0.025278589846966574,0.47706924683403185,0.7648901011814895,True,0.0012326973978204203
LOC652599,LOC652599,0.0171740388468792,0.0241996441916993,0.4790572813476697,0.7647370558012883,0.03226572566721884,0.025186842473840773,0.20232302467059485,0.4940394342656515,True,0.015091686820339636
HS.539714,HS.539714,0.0214598798766316,0.0302390135051504,0.4790611137074355,0.7647370558012883,0.022777256391189632,0.03190607266911417,0.47650415886376773,0.7645028914697569,True,0.0013173765145580336
RBM6,RBM6,0.0336587357114157,0.0474321688358682,0.4790963296240013,0.7647370558012883,0.032159072331901704,0.04990480324453368,0.520380363334854,0.7940615769200422,True,0.001499663379513995
HS.127775,HS.127775,0.0179429622687459,0.0252858362164489,0.4791044053539074,0.7647370558012883,0.02779117032832919,0.027042200240236024,0.3058906405564008,0.6198206222691259,True,0.00984820805958329
HS.563124,HS.563124,-0.0180863505703928,0.0254897068191483,0.4791354437633973,0.7647370558012883,-0.00332617350495693,0.02664015192638098,0.9008195231731502,0.9668202247591744,True,0.01476017706543587
LOC653752,LOC653752,-0.0319396472000504,0.0450139106708356,0.4791382065170732,0.7647370558012883,-0.04660318926477263,0.04783790888595849,0.3316669979964504,0.6457966820510572,True,0.01466354206472223
LOC652213,LOC652213,0.0198471741192536,0.0279726594360738,0.4791568457876715,0.7647370558012883,0.020039095602035557,0.029708514943335925,0.5011068918576546,0.781670572469079,True,0.00019192148278195792
HS.561575,HS.561575,-0.0231289734100153,0.0326003676961676,0.4791882304200482,0.7647370558012883,-0.015582168164104876,0.03471026731472035,0.6541928070247648,0.8696160083799646,True,0.007546805245910424
LOC649580,LOC649580,-0.0187771062907598,0.0264668496121855,0.4791957505823961,0.7647370558012883,-0.02669078777851063,0.02816988021205796,0.34504339911662696,0.657462112726204,True,0.007913681487750832
HS.544342,HS.544342,0.0217878369213828,0.0307111112979248,0.4792036622129687,0.7647370558012883,0.026188098540957185,0.032647801124738265,0.4238513005515193,0.7256108435414134,True,0.004400261619574384
LOC649853,LOC649853,-0.0198312526942438,0.0279534749033507,0.4792079443339313,0.7647370558012883,-0.030724342098381218,0.02925136970185745,0.2953905137871531,0.6079081311044979,True,0.01089308940413742
HS.538375,HS.538375,-0.0176278889642006,0.0248497597114271,0.4792445496213763,0.7647370558012883,-0.016212033510567363,0.026537221922434934,0.542259616730892,0.8077818062015026,True,0.0014158554536332357
LOC646173,LOC646173,0.0181959295401532,0.0256518937633343,0.479268087099457,0.7647370558012883,0.011643980840139826,0.027000050011756833,0.6669538941097635,0.8755909905813135,True,0.006551948700013374
LOC155100,LOC155100,-0.0156599754678296,0.0220769165119578,0.4792702608297891,0.7647370558012883,-0.00745780916904552,0.02315943781929707,0.7479246029413036,0.9111260991700703,True,0.008202166298784081
IVL,IVL,0.0299330267128672,0.0421994467966515,0.4792791372021021,0.7647370558012883,0.048542026820015474,0.044975822432969846,0.2823405400329328,0.5940987478086498,True,0.018609000107148273
HS.536928,HS.536928,0.0193669422143186,0.0273059122328677,0.4793190486937141,0.7647684956518679,0.015275504744262333,0.029206801397788886,0.6018047091105545,0.8430523031165992,True,0.004091437470056266
HS.512106,HS.512106,0.0212553123524424,0.0299701958118977,0.4793457731435682,0.7647788934021114,0.02495034384208954,0.0318557787439296,0.43483521743722076,0.7346345136019826,True,0.00369503148964714
HS.516784,HS.516784,0.0167795044997559,0.0236604965980455,0.4793686369902693,0.7647831310822752,0.0295893113501244,0.02511254988361717,0.24071760063654293,0.5450639172963146,True,0.012809806850368498
HS.544981,HS.544981,-0.0212249744579107,0.0299348433150861,0.4794545827848518,0.7648504938917146,-0.03656221534569831,0.031096236914144558,0.24170876921284992,0.5458712304349873,True,0.015337240887787613
HS.540480,HS.540480,0.0177876678826793,0.0250876642531724,0.479466100769237,0.7648504938917146,0.03162198258769491,0.026561801977069234,0.23589146797371263,0.5388520858731305,True,0.013834314705015612
HTR3E,HTR3E,0.0174705986567477,0.0246412188388984,0.4794794143800283,0.7648504938917146,0.023338762456872667,0.026382757677184752,0.3778993399182333,0.6878265963807753,True,0.005868163800124969
HS.563435,HS.563435,0.0164945040275749,0.0232657271349416,0.4795026137798903,0.7648504938917146,0.01394203882700412,0.024773136495763643,0.5744920018786933,0.827235258650117,True,0.0025524652005707808
SCN8A,SCN8A,-0.0188712267813251,0.0266194044781193,0.4795236536694758,0.7648504938917146,-0.01963728976586873,0.028479649450308116,0.49165385753158497,0.775596176574149,True,0.0007660629845436286
KRTAP1-3,KRTAP1-3,0.0178354157288333,0.0251587939951697,0.4795321175041643,0.7648504938917146,0.020592225963756917,0.02701969599474361,0.44728953387389314,0.743243752151008,True,0.002756810234923617
EREG,EREG,-0.0185681153393817,0.0261937588161331,0.4795557666341514,0.7648559797731086,-0.024300211566815666,0.027735253639140516,0.3824716340412716,0.6919887877390748,True,0.0057320962274339665
SERPINA9,SERPINA9,0.0138573803154311,0.0195509301558517,0.4796126108066694,0.7649144065987868,0.030082208058776438,0.020551845473528868,0.14554377682979414,0.40404672164653105,True,0.016224827743345337
TMCO5A,TMCO5A,0.029742876412916,0.0419691616990784,0.479674249191829,0.7649804742705305,0.040426077259832376,0.044140512745512284,0.36134333979745514,0.6730043419976802,True,0.010683200846916374
LOC440248,LOC440248,0.0181984237914837,0.0256839774780483,0.4797562161113647,0.7650043522814293,0.008785801963464736,0.02705730589378218,0.745891595845539,0.9108103276841848,True,0.009412621828018964
HS.200909,HS.200909,-0.0142344587651203,0.0200903293555578,0.4797739778356038,0.7650043522814293,-0.010873992306864668,0.021263659214502198,0.6098962602305533,0.847034681746528,True,0.0033604664582556325
ADORA1,ADORA1,-0.0390471218942931,0.0551108754865018,0.4797761831308739,0.7650043522814293,-0.07494363803769126,0.0573681489244073,0.19360218149143926,0.48172703226331426,True,0.03589651614339816
LOC649406,LOC649406,0.0152568084704867,0.0215337866134554,0.4797846932492752,0.7650043522814293,0.007438200063706627,0.0228619637227216,0.745406962406358,0.9106409808139877,True,0.007818608406780073
ADRBK1,ADRBK1,0.0209510976190125,0.0295712058427494,0.4797902897466576,0.7650043522814293,0.023072925536685385,0.031561405674670064,0.4659888288707038,0.7571140112029238,True,0.0021218279176728853
