"gene_symbol_target","disease_group","stratum","sources","is_prespecified_h4_gene","present_in_strict_clinvar_filter","n_plp_variants","max_review_weight","review_status_examples","condition_examples","matched_in_expression_matrix","expression_gene_id","expression_symbol_match_type","gene_symbol_upper","feature_id","ensembl_gene_id","gene_symbol_de","cohort","disease","comparison","model","n_hcm","n_control","n_samples_model","mean_expression_hcm","mean_expression_control","log2FC","SE","moderated_t","p_value","FDR","B_statistic","average_expression","abs_log2FC","gene_symbol"
"MYO6","HCM","","ClinVar_PLP_review2plus","False","True",1,2,"criteria_provided,_multiple_submitters,_no_conflicts","Progressive_sensorineural_hearing_loss-hypertrophic_cardiomyopathy_syndrome|Rare_genetic_deafness|not_provided",NA,NA,NA,"MYO6","ENSG00000196586","ENSG00000196586","MYO6","GSE141910","HCM","HCM_vs_Control","limma_adjusted_age_sex",28,166,194,5.57891738649913,5.31871235910903,-0.061115549411978,0.0933783186372714,-0.654494001432835,0.513573699769862,0.651967627512045,-6.75081369299832,12.3053278000383,0.061115549411978,"MYO6"
"NEXN","HCM","","ClinVar_PLP_review2plus","False","True",3,2,"criteria_provided,_multiple_submitters,_no_conflicts","Dilated_cardiomyopathy_1CC|Hypertrophic_cardiomyopathy_20|not_provided | Hypertrophic_cardiomyopathy_20|Dilated_cardiomyopathy_1CC|Heart_failure",NA,NA,NA,"NEXN","ENSG00000162614","ENSG00000162614","NEXN","GSE141910","HCM","HCM_vs_Control","limma_adjusted_age_sex",28,166,194,9.80926687592404,10.2919969934418,-0.165772455208417,0.108785190933991,-1.52385130535832,0.129184684305547,0.245656153096187,-5.81409192002731,17.1939506668221,0.165772455208417,"NEXN"
"PKP2","HCM","","ClinVar_PLP_review2plus","False","True",1,2,"criteria_provided,_multiple_submitters,_no_conflicts","Arrhythmogenic_right_ventricular_cardiomyopathy|not_provided|Hypertrophic_cardiomyopathy|Arrhythmogenic_right_ventricular_dysplasia_9",NA,NA,NA,"PKP2","ENSG00000057294","ENSG00000057294","PKP2","GSE141910","HCM","HCM_vs_Control","limma_adjusted_age_sex",28,166,194,17.0022439748066,17.0038446836187,-0.242646094804379,0.142511407270671,-1.70264331432447,0.0902466748004137,0.186571443397075,-5.5305726833688,16.5686417194948,0.242646094804379,"PKP2"
"PMS2","HCM","","ClinVar_PLP_review2plus","False","True",1,3,"reviewed_by_expert_panel","Mismatch_repair_cancer_syndrome_4|Lynch_syndrome_4|PMS2-related_cancer_disorders|Inherited_MMR_deficiency_(Lynch_syndrome)|PMS2-related_disorder|Hereditary_nonpolyposis_colorectal_neoplasms|Breast_and/or_ovarian_cancer|Hereditary_cancer-predisposing_syndrome|Hypertrophic_cardiomyopathy_9|Dilated_cardiomyopathy_1G|not_provided|Lynch_syndrome|Endometrial_carcinoma|Lynch_syndrome_1|Mismatch_repair_cancer_syndrome_1|Pituitary_carcinoma",NA,NA,NA,"PMS2","ENSG00000122512","ENSG00000122512","PMS2","GSE141910","HCM","HCM_vs_Control","limma_adjusted_age_sex",28,166,194,4.91706324211782,4.21240508231863,0.0791004864660763,0.113708983861262,0.695639726783489,0.487492248003384,0.629893453072084,-6.72320393377242,10.4030326231372,0.0791004864660763,"PMS2"
"PRKAG2","HCM","","ClinVar_PLP_review2plus","False","True",6,2,"criteria_provided,_multiple_submitters,_no_conflicts","Cardiomyopathy|Lethal_congenital_glycogen_storage_disease_of_heart|Hypertrophic_cardiomyopathy | Cardiovascular_phenotype|not_provided|Hypertrophic_cardiomyopathy_6|Lethal_congenital_glycogen_storage_disease_of_heart|Hypertrophic_cardiomyopathy | Familial_Hypertrophic_Cardiomyopathy_with_Wolff-Parkinson-White_Syndrome|Cardiovascular_phenotype|not_provided|Cardiomyopathy|Lethal_congenital_glycogen_storage_disease_of_heart|Wolff-Parkinson-White_pattern|Hypertrophic_cardiomyopathy_6|Primary_familial_hypertrophic_cardiomyopathy|Hypertrophic_cardiomyopathy",NA,NA,NA,"PRKAG2","ENSG00000106617","ENSG00000106617","PRKAG2","GSE141910","HCM","HCM_vs_Control","limma_adjusted_age_sex",28,166,194,12.42275604541,12.2355660638024,-0.334087443376134,0.0731640491601426,-4.56627875590754,8.83707207425656e-06,7.93275139417389e-05,2.894871852908,14.7967463102898,0.334087443376134,"PRKAG2"
"PTPN11","HCM","","ClinVar_PLP_review2plus","False","True",2,3,"reviewed_by_expert_panel","Autosomal_dominant_PTPN11-related_disorders|PTPN11-related_disorder|Cardiovascular_phenotype|Noonan_syndrome_and_Noonan-related_syndrome|LEOPARD_syndrome_1|Metachondromatosis|Juvenile_myelomonocytic_leukemia|Noonan_syndrome_1|not_provided|RASopathy|Noonan_syndrome|Noonan_syndrome_with_multiple_lentigines|Hypertrophic_cardiomyopathy | Brachycephaly|Microcephaly|Ptosis|Global_developmental_delay|Pectus_excavatum|PTPN11-related_disorder|Cardiovascular_phenotype|Noonan_syndrome_and_Noonan-related_syndrome|not_provided|LEOPARD_syndrome_1|Metachondromatosis|Juvenile_myelomonocytic_leukemia|Noonan_syndrome_1|RASopathy|Noonan_syndrome|Noonan_syndrome_3|Hypertrophic_cardiomyopathy",NA,NA,NA,"PTPN11","ENSG00000179295","ENSG00000179295","PTPN11","GSE141910","HCM","HCM_vs_Control","limma_adjusted_age_sex",28,166,194,8.04719732202036,7.05418946923702,-0.124227688120844,0.13579006840421,-0.914851060764266,0.361412742344217,0.515372140167102,-6.54792911758967,15.4122554345919,0.124227688120844,"PTPN11"
"RAF1","HCM","","ClinVar_PLP_review2plus","False","True",2,3,"criteria_provided,_multiple_submitters,_no_conflicts | reviewed_by_expert_panel","Noonan_syndrome_and_Noonan-related_syndrome|Cardiovascular_phenotype|Inborn_genetic_diseases|not_provided|RASopathy|Noonan_syndrome|Noonan_syndrome_5|Noonan_syndrome_1|Primary_familial_hypertrophic_cardiomyopathy | RAF1-related_disorder|Noonan_syndrome|Noonan_syndrome_with_multiple_lentigines|not_provided|RASopathy|Hypertrophic_cardiomyopathy_1|LEOPARD_syndrome_2|Noonan_syndrome_5 | not_provided|Noonan_syndrome_5|LEOPARD_syndrome_2|Dilated_cardiomyopathy_1NN|RAF1-related_disorder|RASopathy|Noonan_syndrome|Primary_familial_hypertrophic_cardiomyopathy",NA,NA,NA,"RAF1","ENSG00000132155","ENSG00000132155","RAF1","GSE141910","HCM","HCM_vs_Control","limma_adjusted_age_sex",28,166,194,12.353623059766,12.2277510920848,-0.299150758387136,0.0764512028328565,-3.91296339759575,0.00012633502392902,0.000805359519622876,0.373662544401898,15.4173674175815,0.299150758387136,"RAF1"
"RPL36A-HNRNPH2","HCM","","ClinVar_PLP_review2plus","False","True",8,2,"criteria_provided,_multiple_submitters,_no_conflicts","Cardiovascular_phenotype|Hypertrophic_cardiomyopathy|Fabry_disease | Cardiovascular_phenotype|Hypertrophic_cardiomyopathy|Fabry_disease|not_provided|Cardiomyopathy | Cardiovascular_phenotype|not_provided|Cardiomyopathy|Fabry_disease|Hypertrophic_cardiomyopathy",NA,NA,NA,"RPL36A-HNRNPH2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RPL36A-HNRNPH2"
"SLC25A4","HCM","","ClinVar_PLP_review2plus","False","True",1,2,"criteria_provided,_multiple_submitters,_no_conflicts","Myopia|Progressive_sensorineural_hearing_impairment|Vertigo|Hypertrophic_cardiomyopathy|Mitochondrial_respiratory_chain_defects|Abnormality_of_mitochondrial_metabolism|Inborn_mitochondrial_myopathy|Mitochondrial_DNA_depletion_syndrome_12B_(cardiomyopathic_type),_autosomal_recessive|not_provided|Progressive_external_ophthalmoplegia_with_mitochondrial_DNA_deletions,_autosomal_dominant_2|Left_ventricular_hypertrophy",NA,NA,NA,"SLC25A4","ENSG00000151729","ENSG00000151729","SLC25A4","GSE141910","HCM","HCM_vs_Control","limma_adjusted_age_sex",28,166,194,15.9499146445759,16.5383617686115,-0.196012047886357,0.0703200178316979,-2.78742887061671,0.00584462041511834,0.0207335365050485,-3.16978983318718,18.2395891112353,0.196012047886357,"SLC25A4"
"SSUH2","HCM","","ClinVar_PLP_review2plus","False","True",1,2,"criteria_provided,_multiple_submitters,_no_conflicts","Elevated_circulating_creatine_kinase_activity|Distal_myopathy,_Tateyama_type|Long_QT_syndrome_9|Rippling_muscle_disease_2|Hypertrophic_cardiomyopathy_1|not_provided|Long_QT_syndrome",NA,NA,NA,"SSUH2","ENSG00000125046","ENSG00000125046","SSUH2","GSE141910","HCM","HCM_vs_Control","limma_adjusted_age_sex",28,166,194,11.8020749899387,11.8164443262402,1.09788666709533,0.169069142509301,6.49371405568541,6.93926450352592e-10,1.76289554581628e-08,12.0168836130663,8.72187531840514,1.09788666709533,"SSUH2"
"TCAP","HCM","","ClinVar_PLP_review2plus","False","True",7,2,"criteria_provided,_multiple_submitters,_no_conflicts","Abnormality_of_the_musculature|Autosomal_recessive_limb-girdle_muscular_dystrophy_type_2G|Primary_familial_hypertrophic_cardiomyopathy|Hypertrophic_cardiomyopathy_25 | Autosomal_recessive_limb-girdle_muscular_dystrophy_type_2G|Hypertrophic_cardiomyopathy_25|Primary_familial_hypertrophic_cardiomyopathy|Cardiovascular_phenotype | Hypertrophic_cardiomyopathy_25|Primary_familial_hypertrophic_cardiomyopathy|Autosomal_recessive_limb-girdle_muscular_dystrophy_type_2G | Cardiovascular_phenotype|Primary_familial_hypertrophic_cardiomyopathy|Hypertrophic_cardiomyopathy_25|Autosomal_recessive_limb-girdle_muscular_dystrophy_type_2G|Primary_dilated_cardiomyopathy",NA,NA,NA,"TCAP","ENSG00000173991","ENSG00000173991","TCAP","GSE141910","HCM","HCM_vs_Control","limma_adjusted_age_sex",28,166,194,13.9344343967194,13.9963204714167,0.14653378196662,0.179083932757036,0.818240808712991,0.414229977159534,0.565988109366315,-6.63101607126623,17.9070424588348,0.14653378196662,"TCAP"
"TINF2","HCM","","ClinVar_PLP_review2plus","False","True",1,2,"criteria_provided,_multiple_submitters,_no_conflicts","Dyskeratosis_congenita,_autosomal_dominant_3|Dyskeratosis_congenita,_autosomal_dominant_1|Revesz_syndrome|not_provided|Dyskeratosis_congenita|Hypertrophic_cardiomyopathy_1",NA,NA,NA,"TINF2","ENSG00000092330","ENSG00000092330","TINF2","GSE141910","HCM","HCM_vs_Control","limma_adjusted_age_sex",28,166,194,15.7260978661717,15.7398481666918,-0.129174712643841,0.0506165677747043,-2.55202433358976,0.0114850373852131,0.0358471856266317,-3.77341999174296,12.9548234419901,0.129174712643841,"TINF2"
"TMEM43","HCM","","ClinVar_PLP_review2plus","False","True",1,2,"criteria_provided,_multiple_submitters,_no_conflicts","Cardiovascular_phenotype|Familial_isolated_arrhythmogenic_right_ventricular_dysplasia|not_provided|Arrhythmogenic_right_ventricular_cardiomyopathy|Cardiomyopathy|Primary_dilated_cardiomyopathy|Arrhythmogenic_right_ventricular_dysplasia_5|Hypertrophic_cardiomyopathy",NA,NA,NA,"TMEM43","ENSG00000170876","ENSG00000170876","TMEM43","GSE141910","HCM","HCM_vs_Control","limma_adjusted_age_sex",28,166,194,14.5658614937681,14.5706448351546,-0.341648167460921,0.0946218401813476,-3.61066923668082,0.000389372358176839,0.0021411873446078,-0.681125732176557,14.2949484448294,0.341648167460921,"TMEM43"
"TNNC1","HCM","","ClinVar_PLP_review2plus","False","True",1,2,"criteria_provided,_multiple_submitters,_no_conflicts","Cardiovascular_phenotype|not_specified|Dilated_cardiomyopathy_1Z|Hypertrophic_cardiomyopathy_13|not_provided|Cardiomyopathy|Hypertrophic_cardiomyopathy",NA,NA,NA,"TNNC1","ENSG00000114854","ENSG00000114854","TNNC1","GSE141910","HCM","HCM_vs_Control","limma_adjusted_age_sex",28,166,194,8.60025291468081,8.51656533021008,0.171080006118887,0.123122016247816,1.38951595606218,0.166278683221238,0.295614450852985,-6.00692247081038,18.3024944407072,0.171080006118887,"TNNC1"
"TRIM63","HCM","","ClinVar_PLP_review2plus","False","True",1,2,"criteria_provided,_multiple_submitters,_no_conflicts","Inborn_genetic_diseases|Hypertrophic_cardiomyopathy|See_cases|Cardiomyopathy,_familial_hypertrophic,_31",NA,NA,NA,"TRIM63","ENSG00000158022","ENSG00000158022","TRIM63","GSE141910","HCM","HCM_vs_Control","limma_adjusted_age_sex",28,166,194,14.9499191924596,14.6743236126397,-0.19197079553459,0.105112878964412,-1.82632991718917,0.0693474400190602,0.152240561064451,-5.31660923592241,15.7996383834311,0.19197079553459,"TRIM63"
"TTN","HCM","","ClinVar_PLP_review2plus","False","True",115,2,"criteria_provided,_multiple_submitters,_no_conflicts","Autosomal_dominant_and_autosomal_recessive_TTN-related_disorders|Cardiovascular_phenotype|Hereditary_inclusion-body_myopathy|Dilated_cardiomyopathy_1G|Autosomal_recessive_limb-girdle_muscular_dystrophy_type_2J|Primary_familial_dilated_cardiomyopathy|Myopathy,_myofibrillar,_9,_with_early_respiratory_failure|Hypertrophic_cardiomyopathy_9|Tibial_muscular_dystrophy|Early-onset_myopathy_with_fatal_cardiomyopathy|not_provided | Autosomal_recessive_limb-girdle_muscular_dystrophy_type_2J|Dilated_cardiomyopathy_1G|Cardiomyopathy|Cardiovascular_phenotype|Hypertrophic_cardiomyopathy_9|Tibial_muscular_dystrophy|Myopathy,_myofibrillar,_9,_with_early_respiratory_failure|Early-onset_myopathy_with_fatal_cardiomyopathy|not_provided | Autosomal_recessive_limb-girdle_muscular_dystrophy_type_2J|Dilated_cardiomyopathy_1G|Cardiomyopathy|Cardiovascular_phenotype|Primary_dilated_cardiomyopathy|Hypertrophic_cardiomyopathy_9|Tibial_muscular_dystrophy|Myopathy,_myofibrillar,_9,_with_early_respiratory_failure|Early-onset_myopathy_with_fatal_cardiomyopathy",NA,NA,NA,"TTN","ENSG00000155657","ENSG00000155657","TTN","GSE141910","HCM","HCM_vs_Control","limma_adjusted_age_sex",28,166,194,8.39087119241232,8.03327839944579,-0.351367147348918,0.182154269653789,-1.9289536721634,0.0552052204278648,0.126918872188456,-5.12809639073709,20.1088557871504,0.351367147348918,"TTN"
