gene_symbol_target,disease_group,stratum,sources,is_prespecified_h4_gene,present_in_strict_clinvar_filter,n_plp_variants,max_review_weight,review_status_examples,condition_examples,matched_in_expression_matrix,expression_gene_id,expression_symbol_match_type,gene_symbol_upper,feature_id,gene_symbol_de,cohort,disease,comparison,model,model_formula,normalization,transformation,n_samples,n_hcm,n_control,mean_log2CPM_hcm,mean_log2CPM_control,log2FC,SE,t_stat,p_value,FDR,abs_log2FC,gene_symbol
MTO1,HCM,,ClinVar_PLP_review2plus,False,True,13,2.0,"criteria_provided,_multiple_submitters,_no_conflicts",Inborn_genetic_diseases|Mitochondrial_hypertrophic_cardiomyopathy_with_lactic_acidosis_due_to_MTO1_deficiency | Inborn_genetic_diseases|not_provided|Mitochondrial_hypertrophic_cardiomyopathy_with_lactic_acidosis_due_to_MTO1_deficiency | MTO1-related_disorder|Mitochondrial_hypertrophic_cardiomyopathy_with_lactic_acidosis_due_to_MTO1_deficiency|not_provided,,,,MTO1,MTO1,MTO1,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120.0,97.0,23.0,4.238613440091756,4.221000927062554,0.01761251302920086,0.06223733440792269,0.28298951419999796,0.7776807155111847,0.8268441386415861,0.01761251302920086,MTO1
MYH6,HCM,,ClinVar_PLP_review2plus,False,True,1,2.0,"criteria_provided,_multiple_submitters,_no_conflicts",MYH6-related_disorder|Hypertrophic_cardiomyopathy_14|Abnormal_heart_morphology|not_provided,,,,MYH6,MYH6,MYH6,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120.0,97.0,23.0,8.639428821588812,11.229690542120796,-2.5902617205319842,0.17752911267068988,-14.59063069467838,3.458078640858244e-28,1.3348183553712822e-25,2.5902617205319842,MYH6
MYO6,HCM,,ClinVar_PLP_review2plus,False,True,1,2.0,"criteria_provided,_multiple_submitters,_no_conflicts",Progressive_sensorineural_hearing_loss-hypertrophic_cardiomyopathy_syndrome|Rare_genetic_deafness|not_provided,,,,MYO6,MYO6,MYO6,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120.0,97.0,23.0,3.611611891542577,3.5754685384600045,0.03614335308257077,0.10597438567068114,0.3410574437759651,0.7336668596000384,0.7923982611090021,0.03614335308257077,MYO6
NEXN,HCM,,ClinVar_PLP_review2plus,False,True,3,2.0,"criteria_provided,_multiple_submitters,_no_conflicts",Dilated_cardiomyopathy_1CC|Hypertrophic_cardiomyopathy_20|not_provided | Hypertrophic_cardiomyopathy_20|Dilated_cardiomyopathy_1CC|Heart_failure,,,,NEXN,NEXN,NEXN,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120.0,97.0,23.0,8.831843724665745,8.578786168174625,0.25305755649111994,0.15333432626271012,1.6503646812752966,0.1015276781994193,0.15445323802595498,0.25305755649111994,NEXN
PKP2,HCM,,ClinVar_PLP_review2plus,False,True,1,2.0,"criteria_provided,_multiple_submitters,_no_conflicts",Arrhythmogenic_right_ventricular_cardiomyopathy|not_provided|Hypertrophic_cardiomyopathy|Arrhythmogenic_right_ventricular_dysplasia_9,,,,PKP2,PKP2,PKP2,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120.0,97.0,23.0,8.726661221764603,8.301332373076725,0.42532884868787635,0.10409692323562444,4.08589260342633,8.039289284655209e-05,0.00030042453888772924,0.42532884868787635,PKP2
PMS2,HCM,,ClinVar_PLP_review2plus,False,True,1,3.0,reviewed_by_expert_panel,Mismatch_repair_cancer_syndrome_4|Lynch_syndrome_4|PMS2-related_cancer_disorders|Inherited_MMR_deficiency_(Lynch_syndrome)|PMS2-related_disorder|Hereditary_nonpolyposis_colorectal_neoplasms|Breast_and/or_ovarian_cancer|Hereditary_cancer-predisposing_syndrome|Hypertrophic_cardiomyopathy_9|Dilated_cardiomyopathy_1G|not_provided|Lynch_syndrome|Endometrial_carcinoma|Lynch_syndrome_1|Mismatch_repair_cancer_syndrome_1|Pituitary_carcinoma,,,,PMS2,PMS2,PMS2,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120.0,97.0,23.0,2.7088632555149617,2.44482837066401,0.2640348848509517,0.07077825425770254,3.7304520663875764,0.0002953170317891932,0.0009563510016565933,0.2640348848509517,PMS2
PRKAG2,HCM,,ClinVar_PLP_review2plus,False,True,6,2.0,"criteria_provided,_multiple_submitters,_no_conflicts",Cardiomyopathy|Lethal_congenital_glycogen_storage_disease_of_heart|Hypertrophic_cardiomyopathy | Cardiovascular_phenotype|not_provided|Hypertrophic_cardiomyopathy_6|Lethal_congenital_glycogen_storage_disease_of_heart|Hypertrophic_cardiomyopathy | Familial_Hypertrophic_Cardiomyopathy_with_Wolff-Parkinson-White_Syndrome|Cardiovascular_phenotype|not_provided|Cardiomyopathy|Lethal_congenital_glycogen_storage_disease_of_heart|Wolff-Parkinson-White_pattern|Hypertrophic_cardiomyopathy_6|Primary_familial_hypertrophic_cardiomyopathy|Hypertrophic_cardiomyopathy,,,,PRKAG2,PRKAG2,PRKAG2,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120.0,97.0,23.0,6.414114636988825,6.43122354853096,-0.017108911542135452,0.07881277133950709,-0.21708298352349822,0.8285185687655056,0.8678934914802019,0.017108911542135452,PRKAG2
PTPN11,HCM,,ClinVar_PLP_review2plus,False,True,2,3.0,reviewed_by_expert_panel,Autosomal_dominant_PTPN11-related_disorders|PTPN11-related_disorder|Cardiovascular_phenotype|Noonan_syndrome_and_Noonan-related_syndrome|LEOPARD_syndrome_1|Metachondromatosis|Juvenile_myelomonocytic_leukemia|Noonan_syndrome_1|not_provided|RASopathy|Noonan_syndrome|Noonan_syndrome_with_multiple_lentigines|Hypertrophic_cardiomyopathy | Brachycephaly|Microcephaly|Ptosis|Global_developmental_delay|Pectus_excavatum|PTPN11-related_disorder|Cardiovascular_phenotype|Noonan_syndrome_and_Noonan-related_syndrome|not_provided|LEOPARD_syndrome_1|Metachondromatosis|Juvenile_myelomonocytic_leukemia|Noonan_syndrome_1|RASopathy|Noonan_syndrome|Noonan_syndrome_3|Hypertrophic_cardiomyopathy,,,,PTPN11,PTPN11,PTPN11,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120.0,97.0,23.0,7.57847197236808,7.033251327371972,0.5452206449961063,0.12424484076751975,4.388275936674858,2.50121484621837e-05,0.00010615238979954927,0.5452206449961063,PTPN11
RAF1,HCM,,ClinVar_PLP_review2plus,False,True,2,3.0,"criteria_provided,_multiple_submitters,_no_conflicts | reviewed_by_expert_panel",Noonan_syndrome_and_Noonan-related_syndrome|Cardiovascular_phenotype|Inborn_genetic_diseases|not_provided|RASopathy|Noonan_syndrome|Noonan_syndrome_5|Noonan_syndrome_1|Primary_familial_hypertrophic_cardiomyopathy | RAF1-related_disorder|Noonan_syndrome|Noonan_syndrome_with_multiple_lentigines|not_provided|RASopathy|Hypertrophic_cardiomyopathy_1|LEOPARD_syndrome_2|Noonan_syndrome_5 | not_provided|Noonan_syndrome_5|LEOPARD_syndrome_2|Dilated_cardiomyopathy_1NN|RAF1-related_disorder|RASopathy|Noonan_syndrome|Primary_familial_hypertrophic_cardiomyopathy,,,,RAF1,RAF1,RAF1,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120.0,97.0,23.0,7.498828873134703,7.595849190919145,-0.09702031778444531,0.04910521586847715,-1.975764001207192,0.050515378515375686,0.084768993784788,0.09702031778444531,RAF1
RPL36A-HNRNPH2,HCM,,ClinVar_PLP_review2plus,False,True,8,2.0,"criteria_provided,_multiple_submitters,_no_conflicts",Cardiovascular_phenotype|Hypertrophic_cardiomyopathy|Fabry_disease | Cardiovascular_phenotype|Hypertrophic_cardiomyopathy|Fabry_disease|not_provided|Cardiomyopathy | Cardiovascular_phenotype|not_provided|Cardiomyopathy|Fabry_disease|Hypertrophic_cardiomyopathy,,,,RPL36A-HNRNPH2,RPL36A-HNRNPH2,RPL36A-HNRNPH2,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120.0,97.0,23.0,6.477332148259627,6.903621085622682,-0.4262889373630525,0.07268373107466478,-5.864984241454869,4.187083644978832e-08,3.4174721900688497e-07,0.4262889373630525,RPL36A-HNRNPH2
SLC25A4,HCM,,ClinVar_PLP_review2plus,False,True,1,2.0,"criteria_provided,_multiple_submitters,_no_conflicts","Myopia|Progressive_sensorineural_hearing_impairment|Vertigo|Hypertrophic_cardiomyopathy|Mitochondrial_respiratory_chain_defects|Abnormality_of_mitochondrial_metabolism|Inborn_mitochondrial_myopathy|Mitochondrial_DNA_depletion_syndrome_12B_(cardiomyopathic_type),_autosomal_recessive|not_provided|Progressive_external_ophthalmoplegia_with_mitochondrial_DNA_deletions,_autosomal_dominant_2|Left_ventricular_hypertrophy",,,,SLC25A4,SLC25A4,SLC25A4,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120.0,97.0,23.0,10.584246360672237,10.599451192604656,-0.015204831932416063,0.06599938328642875,-0.23037839408936697,0.8181966730920983,0.8590142330075327,0.015204831932416063,SLC25A4
SSUH2,HCM,,ClinVar_PLP_review2plus,False,True,1,2.0,"criteria_provided,_multiple_submitters,_no_conflicts","Elevated_circulating_creatine_kinase_activity|Distal_myopathy,_Tateyama_type|Long_QT_syndrome_9|Rippling_muscle_disease_2|Hypertrophic_cardiomyopathy_1|not_provided|Long_QT_syndrome",,,,SSUH2,SSUH2,SSUH2,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120.0,97.0,23.0,1.4464359305856453,1.3776747003536578,0.06876123023198699,0.11444088484139776,0.6008449718584608,0.5490956326619724,0.632320998508941,0.06876123023198699,SSUH2
TCAP,HCM,,ClinVar_PLP_review2plus,False,True,7,2.0,"criteria_provided,_multiple_submitters,_no_conflicts",Abnormality_of_the_musculature|Autosomal_recessive_limb-girdle_muscular_dystrophy_type_2G|Primary_familial_hypertrophic_cardiomyopathy|Hypertrophic_cardiomyopathy_25 | Autosomal_recessive_limb-girdle_muscular_dystrophy_type_2G|Hypertrophic_cardiomyopathy_25|Primary_familial_hypertrophic_cardiomyopathy|Cardiovascular_phenotype | Hypertrophic_cardiomyopathy_25|Primary_familial_hypertrophic_cardiomyopathy|Autosomal_recessive_limb-girdle_muscular_dystrophy_type_2G | Cardiovascular_phenotype|Primary_familial_hypertrophic_cardiomyopathy|Hypertrophic_cardiomyopathy_25|Autosomal_recessive_limb-girdle_muscular_dystrophy_type_2G|Primary_dilated_cardiomyopathy,,,,TCAP,TCAP,TCAP,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120.0,97.0,23.0,10.705741658640802,10.913233309885182,-0.2074916512443834,0.16514797424475727,-1.256398403875489,0.21145319744653557,0.2874654271256884,0.2074916512443834,TCAP
TINF2,HCM,,ClinVar_PLP_review2plus,False,True,1,2.0,"criteria_provided,_multiple_submitters,_no_conflicts","Dyskeratosis_congenita,_autosomal_dominant_3|Dyskeratosis_congenita,_autosomal_dominant_1|Revesz_syndrome|not_provided|Dyskeratosis_congenita|Hypertrophic_cardiomyopathy_1",,,,TINF2,TINF2,TINF2,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120.0,97.0,23.0,4.746433717112092,5.180183952483013,-0.43375023537092205,0.06263241163522436,-6.925331853691255,2.437513814945432e-10,3.161974888141509e-09,0.43375023537092205,TINF2
TMEM43,HCM,,ClinVar_PLP_review2plus,False,True,1,2.0,"criteria_provided,_multiple_submitters,_no_conflicts",Cardiovascular_phenotype|Familial_isolated_arrhythmogenic_right_ventricular_dysplasia|not_provided|Arrhythmogenic_right_ventricular_cardiomyopathy|Cardiomyopathy|Primary_dilated_cardiomyopathy|Arrhythmogenic_right_ventricular_dysplasia_5|Hypertrophic_cardiomyopathy,,,,TMEM43,TMEM43,TMEM43,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120.0,97.0,23.0,5.68598622326279,6.462795253579177,-0.7768090303163863,0.11073351142972353,-7.015121441438117,1.5511687326707018e-10,2.09998258026061e-09,0.7768090303163863,TMEM43
TNNC1,HCM,,ClinVar_PLP_review2plus,False,True,1,2.0,"criteria_provided,_multiple_submitters,_no_conflicts",Cardiovascular_phenotype|not_specified|Dilated_cardiomyopathy_1Z|Hypertrophic_cardiomyopathy_13|not_provided|Cardiomyopathy|Hypertrophic_cardiomyopathy,,,,TNNC1,TNNC1,TNNC1,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120.0,97.0,23.0,11.30018300486788,11.219514114816837,0.08066889005104017,0.12115478237592087,0.6658333123057374,0.5068171765814509,0.5931293822804142,0.08066889005104017,TNNC1
TRIM63,HCM,,ClinVar_PLP_review2plus,False,True,1,2.0,"criteria_provided,_multiple_submitters,_no_conflicts","Inborn_genetic_diseases|Hypertrophic_cardiomyopathy|See_cases|Cardiomyopathy,_familial_hypertrophic,_31",,,,TRIM63,TRIM63,TRIM63,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120.0,97.0,23.0,7.7860575805263075,8.022612467137934,-0.23655488661162916,0.0856460884206196,-2.7620045582219226,0.006664930561181451,0.014696835873102639,0.23655488661162916,TRIM63
TTN,HCM,,ClinVar_PLP_review2plus,False,True,115,2.0,"criteria_provided,_multiple_submitters,_no_conflicts","Autosomal_dominant_and_autosomal_recessive_TTN-related_disorders|Cardiovascular_phenotype|Hereditary_inclusion-body_myopathy|Dilated_cardiomyopathy_1G|Autosomal_recessive_limb-girdle_muscular_dystrophy_type_2J|Primary_familial_dilated_cardiomyopathy|Myopathy,_myofibrillar,_9,_with_early_respiratory_failure|Hypertrophic_cardiomyopathy_9|Tibial_muscular_dystrophy|Early-onset_myopathy_with_fatal_cardiomyopathy|not_provided | Autosomal_recessive_limb-girdle_muscular_dystrophy_type_2J|Dilated_cardiomyopathy_1G|Cardiomyopathy|Cardiovascular_phenotype|Hypertrophic_cardiomyopathy_9|Tibial_muscular_dystrophy|Myopathy,_myofibrillar,_9,_with_early_respiratory_failure|Early-onset_myopathy_with_fatal_cardiomyopathy|not_provided | Autosomal_recessive_limb-girdle_muscular_dystrophy_type_2J|Dilated_cardiomyopathy_1G|Cardiomyopathy|Cardiovascular_phenotype|Primary_dilated_cardiomyopathy|Hypertrophic_cardiomyopathy_9|Tibial_muscular_dystrophy|Myopathy,_myofibrillar,_9,_with_early_respiratory_failure|Early-onset_myopathy_with_fatal_cardiomyopathy",,,,TTN,TTN,TTN,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120.0,97.0,23.0,12.88086307487645,12.708638434491705,0.1722246403847425,0.11510729433486792,1.4962096136471585,0.13726892717272043,0.19989124415122136,0.1722246403847425,TTN
