feature_id,gene_symbol,cohort,disease,comparison,model,model_formula,normalization,transformation,n_samples,n_hcm,n_control,mean_log2CPM_hcm,mean_log2CPM_control,log2FC,SE,t_stat,p_value,FDR,abs_log2FC
RBM47,RBM47,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,0.6438253940909917,1.5377545730875446,-0.8939291789965533,0.06951031840047035,-12.860381013454031,3.3874846987268635e-24,6.2337596327966675e-22,0.8939291789965533
MGST1,MGST1,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,1.5109126369142976,3.7988336400500944,-2.2879210031357973,0.1784041358616083,-12.82437199163692,4.1127612910447134e-24,7.481443700238348e-22,2.2879210031357973
SLAMF8,SLAMF8,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,0.7110827877799496,2.135089857509545,-1.424007069729596,0.11117148564082283,-12.809103535148694,4.46552169296467e-24,8.030834808279417e-22,1.424007069729596
LPCAT3,LPCAT3,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,4.7293232477527045,5.858337986953185,-1.1290147392004806,0.08817185992266179,-12.804705948028925,4.572639561593017e-24,8.131077944019223e-22,1.1290147392004806
LAPTM5,LAPTM5,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,3.138063106495724,4.976822743751983,-1.838759637256261,0.1446480148946519,-12.711959017173113,7.541023142465829e-24,1.3260470250296023e-21,1.838759637256261
SNORA67,SNORA67,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,7.043639882214123,8.059237566477371,-1.015597684263248,0.0799074903844742,-12.709668134698116,7.634843829273541e-24,1.3277916312316818e-21,1.015597684263248
SAMHD1,SAMHD1,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,4.533904534328981,6.12453866022071,-1.59063412589173,0.12517205890016317,-12.707581387315956,7.721322388161509e-24,1.3282353055983048e-21,1.59063412589173
AGTR1,AGTR1,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,0.8359143007568736,2.0383929920317683,-1.2024786912748955,0.09478871048699833,-12.685885113289237,8.680758979016878e-24,1.4772224903432378e-21,1.2024786912748955
LCN6,LCN6,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,2.658795982702067,5.299220225957237,-2.64042424325517,0.208385623133935,-12.670856096238937,9.41458253367646e-24,1.5850551401911027e-21,2.64042424325517
HMOX2,HMOX2,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,5.330300993082923,6.435829923490587,-1.1055289304076623,0.0877525962512275,-12.598247546347643,1.3936892814919388e-23,2.321739638830676e-21,1.1055289304076623
MAFB,MAFB,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,2.143390897366708,3.6062863420168676,-1.4628954446501594,0.11618769099635352,-12.590795394118569,1.4509759695850567e-23,2.391994343193032e-21,1.4628954446501594
SFRP4,SFRP4,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,4.304738435170632,1.1354989370533566,3.1692394981172756,0.25195515837891214,12.578585485243755,1.5499834946333968e-23,2.528869977945169e-21,3.1692394981172756
CCND2,CCND2,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,8.303891852939106,7.2836524800826385,1.02023937285646,0.08145591475230403,12.525049604548231,2.0704846615972373e-23,3.3436214545344773e-21,1.02023937285646
SLC19A2,SLC19A2,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,3.9543712580383907,5.740466277127659,-1.7860950190892675,0.14285599813173414,-12.502765319256854,2.3358111966526867e-23,3.733994747295497e-21,1.7860950190892675
SERPINA1,SERPINA1,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,1.2067826288144687,3.011406866455734,-1.8046242376412645,0.1445052909381807,-12.488291784508304,2.5261353618505635e-23,3.9978618236647016e-21,1.8046242376412645
RARRES1,RARRES1,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,0.8718530830442544,3.2996384137351162,-2.4277853306908623,0.19478003654334367,-12.46424106790131,2.877391985909112e-23,4.500586819702489e-21,2.4277853306908623
COL21A1,COL21A1,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,6.466884615035324,5.010801625527923,1.456082989507403,0.11683477952800597,12.462752918178541,2.900668871538316e-23,4.500586819702489e-21,1.456082989507403
PIK3IP1,PIK3IP1,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,5.732069628980626,4.057367496588917,1.6747021323917106,0.1346132596630301,12.440840795207691,3.266087911342117e-23,5.018359930572849e-21,1.6747021323917106
ELL2,ELL2,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,4.096147494911418,6.0210663823048005,-1.924918887393385,0.15484799084356,-12.431022688167095,3.4444587998531743e-23,5.241538939084263e-21,1.924918887393385
RASL11B,RASL11B,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,4.718833285130554,2.721393517759836,1.9974397673707158,0.16084109183120995,12.418715544824027,3.6819029707278006e-23,5.549504420451255e-21,1.9974397673707158
VAMP8,VAMP8,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,2.2488946228790656,3.4186505830329126,-1.169755960153848,0.09422660992415735,-12.41428468131646,3.7713473434751925e-23,5.630692741305509e-21,1.169755960153848
SMOC2,SMOC2,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,6.405155183722556,4.695133148864474,1.7100220348580826,0.13791240208910102,12.399334715040995,4.0895195417646013e-23,6.048666940931456e-21,1.7100220348580826
PIK3R5,PIK3R5,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,1.2263310946694075,2.599443043506374,-1.3731119488369672,0.11086973034035762,-12.384912857834756,4.421923669342321e-23,6.4797559250936644e-21,1.3731119488369672
BCL3,BCL3,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,2.007877748375925,3.584134316796802,-1.576256568420877,0.1277036240346604,-12.34308407718375,5.547262295286417e-23,8.054217714238792e-21,1.576256568420877
C3,C3,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,4.9081787178136045,7.576758929307719,-2.668580211494117,0.21635098723249746,-12.3344951905691,5.811700840390643e-23,8.36145250000203e-21,2.668580211494117
ALOX5AP,ALOX5AP,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,1.512003137753345,3.0250308785496425,-1.5130277407962973,0.12284414877892658,-12.31664475545498,6.402396091971941e-23,9.118418471760627e-21,1.5130277407962973
FAM107A,FAM107A,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,5.523755223800215,7.039811122863959,-1.5160558990637474,0.12310453700932862,-12.315191104198407,6.453070067213385e-23,9.118418471760627e-21,1.5160558990637474
TUBA1C,TUBA1C,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,4.2540372928773555,6.237600053428274,-1.9835627605509183,0.16110239571635135,-12.312434906575342,6.550256603604089e-23,9.173837257401621e-21,1.9835627605509183
KIAA1211L,KIAA1211L,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,1.6158739684250498,2.738959034276442,-1.123085065851392,0.09125494054505798,-12.30711519993658,6.742002129763817e-23,9.35955488645984e-21,1.123085065851392
LCN10,LCN10,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,1.8850568946764743,4.301560526796015,-2.4165036321195394,0.196442182423981,-12.301347919786402,6.956239941156905e-23,9.572995939891233e-21,2.4165036321195394
S1PR3,S1PR3,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,3.6495192458836954,5.08945340575716,-1.4399341598734658,0.11748108798636182,-12.256731568919632,8.86143439244361e-23,1.2089746611621774e-20,1.4399341598734658
A2M-AS1,A2M-AS1,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,2.9550363334287155,1.8824040928127517,1.072632240615963,0.08776318749965303,12.221892471945639,1.0706087165558269e-22,1.4481584229241466e-20,1.072632240615963
STAT3,STAT3,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,6.626223805442677,8.137606182149645,-1.5113823767069656,0.12379248498739491,-12.208999414309044,1.1482369898570137e-22,1.53999988148111e-20,1.5113823767069656
ITPKC,ITPKC,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,3.122886183858831,4.707104147277477,-1.5842179634186455,0.12981414437860736,-12.203739207325667,1.1815057952935424e-22,1.571303421539126e-20,1.5842179634186455
MAP3K8,MAP3K8,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,2.0253024512467266,3.4101753752122903,-1.3848729239655646,0.11377878175080079,-12.171627281075345,1.4066149739193103e-22,1.8550907147705837e-20,1.3848729239655646
ZNF844,ZNF844,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,5.064548803247193,3.9657576263317242,1.0987911769154655,0.09052019556928287,12.138630169821786,1.682785169547636e-22,2.2009717432447016e-20,1.0987911769154655
ASRGL1,ASRGL1,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,1.391359770854097,2.514434854501405,-1.1230750836473076,0.09271096163790675,-12.113724890845223,1.9266710571243364e-22,2.499302963118832e-20,1.1230750836473076
SMIM3,SMIM3,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,3.975680721702093,5.001142970551114,-1.025462248849021,0.0849042680735325,-12.07786454222661,2.3413549593423283e-22,3.012543381020462e-20,1.025462248849021
HOPX,HOPX,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,1.8112585808454706,4.545309314140153,-2.7340507332946826,0.2272036317507011,-12.033481649160505,2.9804947224017633e-22,3.803976570704057e-20,2.7340507332946826
CD53,CD53,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,2.153054557849061,3.703206919311509,-1.550152361462448,0.12922117211241096,-11.996117479215812,3.65230960414141e-22,4.6013010645352327e-20,1.550152361462448
SYNPO2L,SYNPO2L,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,9.524487437427295,8.134318694988554,1.3901687424387426,0.11589025446393564,11.995562084742465,3.6633636682133157e-22,4.6013010645352327e-20,1.3901687424387426
GLUL,GLUL,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,7.813201169939097,8.93467279042842,-1.1214716204893243,0.09354796585310476,-11.988198890934022,3.8131209971496506e-22,4.751689204794517e-20,1.1214716204893243
TIPARP,TIPARP,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,3.815136554914154,5.477879401571019,-1.6627428466568661,0.13914905636863045,-11.949364875691046,4.710553524976597e-22,5.804824895101541e-20,1.6627428466568661
FCGR2A,FCGR2A,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,2.450628985576153,4.166424451518487,-1.715795465942332,0.14359868177242271,-11.948546078309755,4.731596180134582e-22,5.804824895101541e-20,1.715795465942332
WAS,WAS,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,0.8694051527223278,2.0082189218829716,-1.1388137691606453,0.09544397189276578,-11.931751650488073,5.1845940459739855e-22,6.311645028583408e-20,1.1388137691606453
CYP4B1,CYP4B1,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,2.1515496816324986,5.032452386293741,-2.8809027046612443,0.24173766226746274,-11.917475653726491,5.603665653193057e-22,6.769741421941475e-20,2.8809027046612443
RPS6KA1,RPS6KA1,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,1.6522858138617589,2.6732332657292686,-1.0209474518675103,0.085770915561582,-11.90318938748518,6.057009288966791e-22,7.261987045999125e-20,1.0209474518675103
MBP,MBP,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,5.83528920995965,4.5600868901325615,1.275202319827088,0.10727920878398327,11.886761044209669,6.623924450976298e-22,7.88197205722939e-20,1.275202319827088
RP5-1120P11.1,RP5-1120P11.1,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,1.9712341713075898,1.0047068633376568,0.966527307969933,0.08155011595610154,11.851942779458646,8.00732611110332e-22,9.457010674203071e-20,0.966527307969933
GATA6,GATA6,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,5.738196538477057,5.063228722699432,0.6749678157776265,0.05702100442626263,11.837178642660863,8.678077098325637e-22,1.0173277641340854e-19,0.6749678157776265
EIF4A1,EIF4A1,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,7.0013185063459185,7.940512235551684,-0.9391937292057684,0.07939528329256935,-11.829339102486307,9.056820551156766e-22,1.0539208973721102e-19,0.9391937292057684
BIRC3,BIRC3,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,1.9581045940939754,3.6762758891625196,-1.7181712950685466,0.1455019991385887,-11.808575175877904,1.0141901801047803e-21,1.1715747292217702e-19,1.7181712950685466
RHOU,RHOU,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,1.7446373096572323,3.023642543013423,-1.2790052333561905,0.10843587203644343,-11.795038019580263,1.0918510241581209e-21,1.252147413646842e-19,1.2790052333561905
SASH3,SASH3,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,1.1990768812822192,2.3507261112750464,-1.1516492299928272,0.09781945360495979,-11.773212664259193,1.2297982857066314e-21,1.400200551769291e-19,1.1516492299928272
MS4A4A,MS4A4A,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,1.6926040290619244,3.4379772209604456,-1.74537319189852,0.14892483871850837,-11.719825966691513,1.6453641058101068e-21,1.859966595610768e-19,1.74537319189852
SLC39A1,SLC39A1,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,5.15083617895394,5.982764596051643,-0.8319284170977053,0.07104326502800493,-11.710165865402764,1.7343799642420307e-21,1.9466877527726507e-19,0.8319284170977053
COTL1,COTL1,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,2.534076497851719,4.141470628862724,-1.6073941310110054,0.1373100707326912,-11.706309103432078,1.7712520574254025e-21,1.9740728916066494e-19,1.6073941310110054
SEZ6L,SEZ6L,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,2.680802328831812,0.262686162479807,2.418116166352005,0.20737382728360823,11.660662283311892,2.272119579289421e-21,2.5145849274010053e-19,2.418116166352005
TSPYL2,TSPYL2,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,4.868895139375353,6.3279952265504305,-1.4591000871750763,0.12518209225327834,-11.655821219403405,2.3329381544832847e-21,2.5639638356147546e-19,1.4591000871750763
STOM,STOM,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,6.9054635742587855,7.743709274804624,-0.8382457005458415,0.07194856664485884,-11.650624044860512,2.400046206804317e-21,2.6195262944058706e-19,0.8382457005458415
MARCO,MARCO,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,0.52261783061532,2.5847342202753976,-2.062116389660077,0.1772788437882112,-11.632050083334336,2.6560749934393788e-21,2.879112523710384e-19,2.062116389660077
ANKRD34C,ANKRD34C,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,2.0139455640259682,0.583816198847119,1.4301293651788498,0.12297098649978853,11.629811274070807,2.688727301746218e-21,2.894680154927595e-19,1.4301293651788498
H2AFZ,H2AFZ,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,4.9391223201362875,5.676358735644239,-0.7372364155079556,0.0635574690379715,-11.599524440904093,3.1720554040360535e-21,3.3919560016401745e-19,0.7372364155079556
CDK2,CDK2,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,3.1742318156974467,4.097770004313943,-0.9235381886164961,0.07963300290626388,-11.597430147191538,3.2085276038713992e-21,3.407930057642199e-19,0.9235381886164961
SERPINB8,SERPINB8,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,1.4749225095029326,2.815131138381598,-1.3402086288786652,0.1156483205134455,-11.588656220241868,3.36594651067431e-21,3.5512979651954417e-19,1.3402086288786652
MMP19,MMP19,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,1.4922511705876482,3.093833757922493,-1.6015825873348453,0.13824900173120694,-11.584767826741711,3.438161724221864e-21,3.603466718379816e-19,1.6015825873348453
NEDD9,NEDD9,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,4.0755029949706865,5.657584478695048,-1.5820814837243602,0.1366048840823819,-11.58144157400887,3.5011667139613236e-21,3.645359500996836e-19,1.5820814837243602
TCEANC,TCEANC,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,2.5198526783858597,1.7936216619729604,0.7262310164128978,0.06271784859034187,11.579335591634637,3.541654006389307e-21,3.6634128303998153e-19,0.7262310164128978
PVR,PVR,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,5.098219355494556,6.299559919425267,-1.2013405639307106,0.1037642498973668,-11.577595993985948,3.575450892684273e-21,3.6743562225728125e-19,1.2013405639307106
SERPINA5,SERPINA5,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,0.7872235799986436,2.1129327291652658,-1.3257091491666224,0.11461466834422196,-11.56666217612848,3.795391922902102e-21,3.8752175852805586e-19,1.3257091491666224
EVA1C,EVA1C,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,3.033078420762721,4.034569299607778,-1.0014908788450585,0.08664651154636054,-11.558351986383284,3.971574054956869e-21,4.0291109611376543e-19,1.0014908788450585
SLC35F1,SLC35F1,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,4.663486972722073,2.95417462392924,1.7093123487928328,0.14802756830737085,11.54725682748191,4.219630350989494e-21,4.2534949003031677e-19,1.7093123487928328
SEC14L1,SEC14L1,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,5.415488169585185,6.5808593484047995,-1.1653711788196175,0.1009488134773337,-11.544179061413944,4.291148552924026e-21,4.298209936618711e-19,1.1653711788196175
B4GALT1,B4GALT1,GSE249925,HCM,HCM_vs_Control,disease_only_log2CPM_OLS,log2CPM_plus_1 ~ HCM_status,CPM,log2(CPM + 1),120,97,23,5.3712899984728075,6.25313692434196,-0.8818469258691539,0.07657419002313841,-11.51624229525231,4.9984367844931596e-21,4.975173619584198e-19,0.8818469258691539
